country,state,year,quarter,entity_type,district&pin,registered_users
india,bihar,2020,Q4,district,pashchim champaran,476717
india,bihar,2020,Q4,district,saran,467918
india,bihar,2020,Q4,district,madhubani,467849
india,bihar,2020,Q4,district,darbhanga,467317
india,bihar,2020,Q4,district,samastipur,466536
india,bihar,2020,Q4,district,bhagalpur,428157
india,bihar,2020,Q4,pincode,800001,271953
india,bihar,2020,Q4,pincode,800006,176286
india,bihar,2020,Q4,pincode,800020,164391
india,bihar,2020,Q4,pincode,845401,139691
india,bihar,2020,Q4,pincode,845438,114907
india,bihar,2020,Q4,pincode,823001,98986
india,bihar,2020,Q4,pincode,842001,89605
india,bihar,2020,Q4,pincode,846004,85920
india,bihar,2020,Q4,pincode,801503,85326
india,bihar,2020,Q4,pincode,802301,84588
india,bihar,2021,Q1,district,patna,1881439
india,bihar,2021,Q1,district,muzaffarpur,728384
india,bihar,2021,Q1,district,purbi champaran,681660
india,bihar,2021,Q1,district,gaya,581376
india,bihar,2021,Q1,district,pashchim champaran,517219
india,bihar,2021,Q1,district,saran,507177
india,bihar,2021,Q1,district,darbhanga,506381
india,bihar,2021,Q1,district,madhubani,506293
india,bihar,2021,Q1,district,samastipur,505806
india,bihar,2021,Q1,district,vaishali,463655
india,bihar,2021,Q1,pincode,800001,291064
india,bihar,2021,Q1,pincode,800006,188807
india,bihar,2021,Q1,pincode,800020,176118
india,bihar,2021,Q1,pincode,845401,151249
india,bihar,2021,Q1,pincode,845438,124418
india,bihar,2021,Q1,pincode,823001,106623
india,bihar,2021,Q1,pincode,842001,96473
india,bihar,2021,Q1,pincode,846004,92791
india,bihar,2021,Q1,pincode,801503,91718
india,bihar,2021,Q1,pincode,802301,91053
india,bihar,2021,Q2,district,patna,2010353
india,bihar,2021,Q2,district,muzaffarpur,781251
india,bihar,2021,Q2,district,purbi champaran,733817
india,bihar,2021,Q2,district,gaya,624010
india,bihar,2021,Q2,district,pashchim champaran,556408
india,bihar,2021,Q2,district,saran,544975
india,bihar,2021,Q2,district,samastipur,543782
india,bihar,2021,Q2,district,darbhanga,543496
india,bihar,2021,Q2,district,madhubani,543493
india,bihar,2021,Q2,district,vaishali,497933
india,bihar,2021,Q2,pincode,800001,310396
india,bihar,2021,Q2,pincode,800006,201509
india,bihar,2021,Q2,pincode,800020,187797
india,bihar,2021,Q2,pincode,845401,162194
india,bihar,2021,Q2,pincode,845438,133423
india,bihar,2021,Q2,pincode,823001,113959
india,bihar,2021,Q2,pincode,842001,103177
india,bihar,2021,Q2,pincode,846004,99223
india,bihar,2021,Q2,pincode,801503,98037
india,bihar,2021,Q2,pincode,802301,97433
india,bihar,2021,Q3,district,patna,2156402
india,bihar,2021,Q3,district,muzaffarpur,842701
india,bihar,2021,Q3,district,purbi champaran,794120
india,bihar,2021,Q3,district,gaya,673356
india,bihar,2021,Q3,district,pashchim champaran,602251
india,bihar,2021,Q3,district,saran,588276
india,bihar,2021,Q3,district,madhubani,587337
india,bihar,2021,Q3,district,samastipur,586990
india,bihar,2021,Q3,district,darbhanga,586251
india,bihar,2021,Q3,district,vaishali,536933
india,bihar,2021,Q3,pincode,800001,331994
india,bihar,2021,Q3,pincode,800006,215907
india,bihar,2021,Q3,pincode,800020,200899
india,bihar,2021,Q3,pincode,845401,174765
india,bihar,2021,Q3,pincode,845438,143642
india,bihar,2021,Q3,pincode,823001,122153
india,bihar,2021,Q3,pincode,842001,110719
india,bihar,2021,Q3,pincode,846004,106541
india,bihar,2021,Q3,pincode,801503,105096
india,bihar,2021,Q3,pincode,802301,104690
india,bihar,2021,Q4,district,patna,2303852
india,bihar,2021,Q4,district,muzaffarpur,903775
india,bihar,2021,Q4,district,purbi champaran,853893
india,bihar,2021,Q4,district,gaya,721905
india,bihar,2021,Q4,district,pashchim champaran,647450
india,bihar,2021,Q4,district,saran,631469
india,bihar,2021,Q4,district,samastipur,630218
india,bihar,2021,Q4,district,madhubani,629986
india,bihar,2021,Q4,district,darbhanga,628529
india,bihar,2021,Q4,district,vaishali,576156
india,bihar,2021,Q4,pincode,800001,354049
india,bihar,2021,Q4,pincode,800006,230673
india,bihar,2021,Q4,pincode,800020,214343
india,bihar,2021,Q4,pincode,845401,187426
india,bihar,2021,Q4,pincode,845438,154094
india,bihar,2021,Q4,pincode,823001,130535
india,bihar,2021,Q4,pincode,842001,118411
india,bihar,2021,Q4,pincode,846004,113937
india,bihar,2021,Q4,pincode,801503,112216
india,bihar,2021,Q4,pincode,802301,112066
india,bihar,2022,Q1,district,patna,2443356
india,bihar,2022,Q1,district,muzaffarpur,962924
india,bihar,2022,Q1,district,purbi champaran,912427
india,bihar,2022,Q1,district,gaya,769265
india,bihar,2022,Q1,district,pashchim champaran,692182
india,bihar,2022,Q1,district,saran,673849
india,bihar,2022,Q1,district,samastipur,672508
india,bihar,2022,Q1,district,madhubani,672303
india,bihar,2022,Q1,district,darbhanga,669850
india,bihar,2022,Q1,district,vaishali,614159
india,bihar,2022,Q1,pincode,800001,374585
india,bihar,2022,Q1,pincode,800006,244496
india,bihar,2022,Q1,pincode,800020,226982
india,bihar,2022,Q1,pincode,845401,199667
india,bihar,2022,Q1,pincode,845438,164043
india,bihar,2022,Q1,pincode,823001,138345
india,bihar,2022,Q1,pincode,842001,125613
india,bihar,2022,Q1,pincode,846004,120989
india,bihar,2022,Q1,pincode,802301,119021
india,bihar,2022,Q1,pincode,801503,118829
india,bihar,2022,Q2,district,patna,2577123
india,bihar,2022,Q2,district,muzaffarpur,1018560
india,bihar,2022,Q2,district,purbi champaran,967838
india,bihar,2022,Q2,district,gaya,814180
india,bihar,2022,Q2,district,pashchim champaran,734476
india,bihar,2022,Q2,district,saran,714109
india,bihar,2022,Q2,district,samastipur,712626
india,bihar,2022,Q2,district,madhubani,711897
india,bihar,2022,Q2,district,darbhanga,708828
india,bihar,2022,Q2,district,vaishali,650319
india,bihar,2022,Q2,pincode,800001,394289
india,bihar,2022,Q2,pincode,800006,257919
india,bihar,2022,Q2,pincode,800020,239192
india,bihar,2022,Q2,pincode,845401,211280
india,bihar,2022,Q2,pincode,845438,173688
india,bihar,2022,Q2,pincode,823001,145953
india,bihar,2022,Q2,pincode,842001,132578
india,bihar,2022,Q2,pincode,846004,127805
india,bihar,2022,Q2,pincode,802301,125702
india,bihar,2022,Q2,pincode,801503,125223
india,bihar,2022,Q3,district,patna,2716533
india,bihar,2022,Q3,district,muzaffarpur,1077200
india,bihar,2022,Q3,district,purbi champaran,1025772
india,bihar,2022,Q3,district,gaya,859903
india,bihar,2022,Q3,district,pashchim champaran,777977
india,bihar,2022,Q3,district,saran,756293
india,bihar,2022,Q3,district,samastipur,754322
india,bihar,2022,Q3,district,madhubani,753153
india,bihar,2022,Q3,district,darbhanga,749430
india,bihar,2022,Q3,district,vaishali,688248
india,bihar,2022,Q3,pincode,800001,414926
india,bihar,2022,Q3,pincode,800006,272017
india,bihar,2022,Q3,pincode,800020,251896
india,bihar,2022,Q3,pincode,845401,223461
india,bihar,2022,Q3,pincode,845438,183758
india,bihar,2022,Q3,pincode,823001,153810
india,bihar,2022,Q3,pincode,842001,139844
india,bihar,2022,Q3,pincode,846004,134888
india,bihar,2022,Q3,pincode,802301,132748
india,bihar,2022,Q3,pincode,801503,131911
india,bihar,2022,Q4,district,patna,2854738
india,bihar,2022,Q4,district,muzaffarpur,1132096
india,bihar,2022,Q4,district,purbi champaran,1079466
india,bihar,2022,Q4,district,gaya,902593
india,bihar,2022,Q4,district,pashchim champaran,817644
india,bihar,2022,Q4,district,saran,795553
india,bihar,2022,Q4,district,samastipur,793296
india,bihar,2022,Q4,district,madhubani,790218
india,bihar,2022,Q4,district,darbhanga,787306
india,bihar,2022,Q4,district,vaishali,723338
india,bihar,2022,Q4,pincode,800001,435858
india,bihar,2022,Q4,pincode,800006,286403
india,bihar,2022,Q4,pincode,800020,264853
india,bihar,2022,Q4,pincode,845401,235479
india,bihar,2022,Q4,pincode,845438,193467
india,bihar,2022,Q4,pincode,823001,161778
india,bihar,2022,Q4,pincode,842001,147230
india,bihar,2022,Q4,pincode,846004,142051
india,bihar,2022,Q4,pincode,802301,139772
india,bihar,2022,Q4,pincode,801503,138639
india,chandigarh,2018,Q1,district,chandigarh,86268
india,chandigarh,2018,Q1,pincode,160101,11805
india,chandigarh,2018,Q1,pincode,160002,10228
india,chandigarh,2018,Q1,pincode,160036,9118
india,chandigarh,2018,Q1,pincode,160047,8701
india,chandigarh,2018,Q1,pincode,160022,7205
india,chandigarh,2018,Q1,pincode,160014,5082
india,chandigarh,2018,Q1,pincode,160015,3791
india,chandigarh,2018,Q1,pincode,160030,3568
india,chandigarh,2018,Q1,pincode,160019,3384
india,chandigarh,2018,Q1,pincode,160020,3161
india,chandigarh,2018,Q2,district,chandigarh,115219
india,chandigarh,2018,Q2,pincode,160101,15846
india,chandigarh,2018,Q2,pincode,160002,13532
india,chandigarh,2018,Q2,pincode,160036,12172
india,chandigarh,2018,Q2,pincode,160047,11636
india,chandigarh,2018,Q2,pincode,160022,9558
india,chandigarh,2018,Q2,pincode,160014,7019
india,chandigarh,2018,Q2,pincode,160015,4883
india,chandigarh,2018,Q2,pincode,160030,4840
india,chandigarh,2018,Q2,pincode,160019,4407
india,chandigarh,2018,Q2,pincode,160020,4165
india,chandigarh,2018,Q3,district,chandigarh,143893
india,chandigarh,2018,Q3,pincode,160101,19810
india,chandigarh,2018,Q3,pincode,160002,16929
india,chandigarh,2018,Q3,pincode,160036,15103
india,chandigarh,2018,Q3,pincode,160047,14492
india,chandigarh,2018,Q3,pincode,160022,11963
india,chandigarh,2018,Q3,pincode,160014,8884
india,chandigarh,2018,Q3,pincode,160015,6087
india,chandigarh,2018,Q3,pincode,160030,5895
india,chandigarh,2018,Q3,pincode,160019,5610
india,chandigarh,2018,Q3,pincode,160020,5211
india,chandigarh,2018,Q4,district,chandigarh,177747
india,chandigarh,2018,Q4,pincode,160101,24670
india,chandigarh,2018,Q4,pincode,160002,21350
india,chandigarh,2018,Q4,pincode,160036,18721
india,chandigarh,2018,Q4,pincode,160047,17732
india,chandigarh,2018,Q4,pincode,160022,14640
india,chandigarh,2018,Q4,pincode,160014,11285
india,chandigarh,2018,Q4,pincode,160015,7435
india,chandigarh,2018,Q4,pincode,160030,7194
india,chandigarh,2018,Q4,pincode,160019,6759
india,chandigarh,2018,Q4,pincode,160020,6374
india,chandigarh,2019,Q1,district,chandigarh,209175
india,chandigarh,2019,Q1,pincode,160101,29177
india,chandigarh,2019,Q1,pincode,160002,25286
india,chandigarh,2019,Q1,pincode,160036,22093
india,chandigarh,2019,Q1,pincode,160047,20696
india,chandigarh,2019,Q1,pincode,160022,17171
india,chandigarh,2019,Q1,pincode,160014,13548
india,chandigarh,2019,Q1,pincode,160015,8582
india,chandigarh,2019,Q1,pincode,160030,8239
india,chandigarh,2019,Q1,pincode,160019,7885
india,chandigarh,2019,Q1,pincode,160020,7361
india,chandigarh,2019,Q2,district,chandigarh,240439
india,chandigarh,2019,Q2,pincode,160101,33226
india,chandigarh,2019,Q2,pincode,160002,28840
india,chandigarh,2019,Q2,pincode,160036,25318
india,chandigarh,2019,Q2,pincode,160047,23915
india,chandigarh,2019,Q2,pincode,160022,19707
india,chandigarh,2019,Q2,pincode,160014,15583
india,chandigarh,2019,Q2,pincode,160015,9647
india,chandigarh,2019,Q2,pincode,160030,9337
india,chandigarh,2019,Q2,pincode,160011,8964
india,chandigarh,2019,Q2,pincode,160019,8898
india,chandigarh,2019,Q3,district,chandigarh,267337
india,chandigarh,2019,Q3,pincode,160101,36777
india,chandigarh,2019,Q3,pincode,160002,31994
india,chandigarh,2019,Q3,pincode,160036,28167
india,chandigarh,2019,Q3,pincode,160047,26498
india,chandigarh,2019,Q3,pincode,160022,21892
india,chandigarh,2019,Q3,pincode,160014,17435
india,chandigarh,2019,Q3,pincode,160011,10735
india,chandigarh,2019,Q3,pincode,160015,10628
india,chandigarh,2019,Q3,pincode,160030,10239
india,chandigarh,2019,Q3,pincode,160019,9821
india,chandigarh,2019,Q4,district,chandigarh,289590
india,chandigarh,2019,Q4,pincode,160101,39986
india,chandigarh,2019,Q4,pincode,160002,34899
india,chandigarh,2019,Q4,pincode,160036,30449
india,chandigarh,2019,Q4,pincode,160047,28715
india,chandigarh,2019,Q4,pincode,160022,23574
india,chandigarh,2019,Q4,pincode,160014,19040
india,chandigarh,2019,Q4,pincode,160011,11692
india,chandigarh,2019,Q4,pincode,160015,11476
india,chandigarh,2019,Q4,pincode,160030,10959
india,chandigarh,2019,Q4,pincode,160019,10540
india,chandigarh,2020,Q1,district,chandigarh,312887
india,chandigarh,2020,Q1,pincode,160101,43456
india,chandigarh,2020,Q1,pincode,160002,37722
india,chandigarh,2020,Q1,pincode,160036,33042
india,chandigarh,2020,Q1,pincode,160047,31101
india,chandigarh,2020,Q1,pincode,160022,25119
india,chandigarh,2020,Q1,pincode,160014,21073
india,chandigarh,2020,Q1,pincode,160011,12511
india,chandigarh,2020,Q1,pincode,160015,12196
india,chandigarh,2020,Q1,pincode,160030,11732
india,chandigarh,2020,Q1,pincode,160019,11241
india,chandigarh,2020,Q2,district,chandigarh,336351
india,chandigarh,2020,Q2,pincode,160101,47100
india,chandigarh,2020,Q2,pincode,160002,40795
india,chandigarh,2020,Q2,pincode,160036,35489
india,chandigarh,2020,Q2,pincode,160047,33566
india,chandigarh,2020,Q2,pincode,160022,26409
india,chandigarh,2020,Q2,pincode,160014,23291
india,chandigarh,2020,Q2,pincode,160011,13058
india,chandigarh,2020,Q2,pincode,160015,12817
india,chandigarh,2020,Q2,pincode,160030,12456
india,chandigarh,2020,Q2,pincode,160019,11973
india,chandigarh,2020,Q3,district,chandigarh,362588
india,chandigarh,2020,Q3,pincode,160101,50901
india,chandigarh,2020,Q3,pincode,160002,44149
india,chandigarh,2020,Q3,pincode,160036,38339
india,chandigarh,2020,Q3,pincode,160047,36323
india,chandigarh,2020,Q3,pincode,160022,28178
india,chandigarh,2020,Q3,pincode,160014,25601
india,chandigarh,2020,Q3,pincode,160015,13598
india,chandigarh,2020,Q3,pincode,160011,13532
india,chandigarh,2020,Q3,pincode,160030,13346
india,chandigarh,2020,Q3,pincode,160019,12815
india,chandigarh,2020,Q4,district,chandigarh,391402
india,chandigarh,2020,Q4,pincode,160101,55221
india,chandigarh,2020,Q4,pincode,160002,47806
india,chandigarh,2020,Q4,pincode,160036,41473
india,chandigarh,2020,Q4,pincode,160047,39470
india,chandigarh,2020,Q4,pincode,160022,30329
india,chandigarh,2020,Q4,pincode,160014,27809
india,chandigarh,2020,Q4,pincode,160015,14608
india,chandigarh,2020,Q4,pincode,160030,14336
india,chandigarh,2020,Q4,pincode,160011,14092
india,chandigarh,2020,Q4,pincode,160019,13806
india,chandigarh,2021,Q1,district,chandigarh,419998
india,chandigarh,2021,Q1,pincode,160101,59366
india,chandigarh,2021,Q1,pincode,160002,51384
india,chandigarh,2021,Q1,pincode,160036,44518
india,chandigarh,2021,Q1,pincode,160047,42473
india,chandigarh,2021,Q1,pincode,160022,32441
india,chandigarh,2021,Q1,pincode,160014,29983
india,chandigarh,2021,Q1,pincode,160015,15642
india,chandigarh,2021,Q1,pincode,160030,15357
india,chandigarh,2021,Q1,pincode,160011,14949
india,chandigarh,2021,Q1,pincode,160019,14773
india,chandigarh,2021,Q2,district,chandigarh,448572
india,chandigarh,2021,Q2,pincode,160101,63492
india,chandigarh,2021,Q2,pincode,160002,54973
india,chandigarh,2021,Q2,pincode,160036,47535
india,chandigarh,2021,Q2,pincode,160047,45337
india,chandigarh,2021,Q2,pincode,160022,34573
india,chandigarh,2021,Q2,pincode,160014,32068
india,chandigarh,2021,Q2,pincode,160015,16673
india,chandigarh,2021,Q2,pincode,160030,16402
india,chandigarh,2021,Q2,pincode,160011,15925
india,chandigarh,2021,Q2,pincode,160019,15784
india,chandigarh,2021,Q3,district,chandigarh,480463
india,chandigarh,2021,Q3,pincode,160101,68033
india,chandigarh,2021,Q3,pincode,160002,58992
india,chandigarh,2021,Q3,pincode,160036,50920
india,chandigarh,2021,Q3,pincode,160047,48505
india,chandigarh,2021,Q3,pincode,160022,36978
india,chandigarh,2021,Q3,pincode,160014,34469
india,chandigarh,2021,Q3,pincode,160015,17785
india,chandigarh,2021,Q3,pincode,160030,17596
india,chandigarh,2021,Q3,pincode,160011,16987
india,chandigarh,2021,Q3,pincode,160019,16871
india,chandigarh,2021,Q4,district,chandigarh,512092
india,chandigarh,2021,Q4,pincode,160101,72637
india,chandigarh,2021,Q4,pincode,160002,62969
india,chandigarh,2021,Q4,pincode,160036,54223
india,chandigarh,2021,Q4,pincode,160047,51660
india,chandigarh,2021,Q4,pincode,160022,39282
india,chandigarh,2021,Q4,pincode,160014,36857
india,chandigarh,2021,Q4,pincode,160015,18899
india,chandigarh,2021,Q4,pincode,160030,18735
india,chandigarh,2021,Q4,pincode,160011,18061
india,chandigarh,2021,Q4,pincode,160019,17944
india,chandigarh,2022,Q1,district,chandigarh,541549
india,chandigarh,2022,Q1,pincode,160101,76960
india,chandigarh,2022,Q1,pincode,160002,66680
india,chandigarh,2022,Q1,pincode,160036,57265
india,chandigarh,2022,Q1,pincode,160047,54598
india,chandigarh,2022,Q1,pincode,160022,41445
india,chandigarh,2022,Q1,pincode,160014,39045
india,chandigarh,2022,Q1,pincode,160015,19940
india,chandigarh,2022,Q1,pincode,160030,19799
india,chandigarh,2022,Q1,pincode,160011,19085
india,chandigarh,2022,Q1,pincode,160019,18943
india,chandigarh,2022,Q2,district,chandigarh,569582
india,chandigarh,2022,Q2,pincode,160101,81030
india,chandigarh,2022,Q2,pincode,160002,70202
india,chandigarh,2022,Q2,pincode,160036,60207
india,chandigarh,2022,Q2,pincode,160047,57439
india,chandigarh,2022,Q2,pincode,160022,43479
india,chandigarh,2022,Q2,pincode,160014,41121
india,chandigarh,2022,Q2,pincode,160015,20944
india,chandigarh,2022,Q2,pincode,160030,20822
india,chandigarh,2022,Q2,pincode,160011,20043
india,chandigarh,2022,Q2,pincode,160019,19907
india,chandigarh,2022,Q3,district,chandigarh,598698
india,chandigarh,2022,Q3,pincode,160101,85368
india,chandigarh,2022,Q3,pincode,160002,73870
india,chandigarh,2022,Q3,pincode,160036,63231
india,chandigarh,2022,Q3,pincode,160047,60295
india,chandigarh,2022,Q3,pincode,160022,45609
india,chandigarh,2022,Q3,pincode,160014,43314
india,chandigarh,2022,Q3,pincode,160015,21953
india,chandigarh,2022,Q3,pincode,160030,21889
india,chandigarh,2022,Q3,pincode,160011,21003
india,chandigarh,2022,Q3,pincode,160019,20886
india,chandigarh,2022,Q4,district,chandigarh,627563
india,chandigarh,2022,Q4,pincode,160101,89650
india,chandigarh,2022,Q4,pincode,160002,77592
india,chandigarh,2022,Q4,pincode,160036,66174
india,chandigarh,2022,Q4,pincode,160047,63191
india,chandigarh,2022,Q4,pincode,160022,47654
india,chandigarh,2022,Q4,pincode,160014,45488
india,chandigarh,2022,Q4,pincode,160015,22959
india,chandigarh,2022,Q4,pincode,160030,22922
india,chandigarh,2022,Q4,pincode,160011,22005
india,chandigarh,2022,Q4,pincode,160019,21875
india,chhattisgarh,2018,Q1,district,raipur,135308
india,chhattisgarh,2018,Q1,district,durg,91516
india,chhattisgarh,2018,Q1,district,bilaspur,68704
india,chhattisgarh,2018,Q1,district,raigarh,51628
india,chhattisgarh,2018,Q1,district,janjgir champa,42297
india,chhattisgarh,2018,Q1,district,korba,39075
india,chhattisgarh,2018,Q1,district,rajnandgaon,26295
india,chhattisgarh,2018,Q1,district,surguja,22001
india,chhattisgarh,2018,Q1,district,baloda bazar,21747
india,chhattisgarh,2018,Q1,district,mahasamund,19608
india,chhattisgarh,2018,Q1,pincode,492001,33697
india,chhattisgarh,2018,Q1,pincode,495001,31414
india,chhattisgarh,2018,Q1,pincode,497001,17641
india,chhattisgarh,2018,Q1,pincode,491001,16037
india,chhattisgarh,2018,Q1,pincode,496005,14858
india,chhattisgarh,2018,Q1,pincode,490023,14149
india,chhattisgarh,2018,Q1,pincode,490006,13820
india,chhattisgarh,2018,Q1,pincode,491441,13502
india,chhattisgarh,2018,Q1,pincode,492009,12380
india,chhattisgarh,2018,Q1,pincode,495450,11340
india,chhattisgarh,2018,Q2,district,raipur,185747
india,chhattisgarh,2018,Q2,district,durg,124515
india,chhattisgarh,2018,Q2,district,bilaspur,94888
india,chhattisgarh,2018,Q2,district,raigarh,70970
india,chhattisgarh,2018,Q2,district,janjgir champa,60185
india,chhattisgarh,2018,Q2,district,korba,54105
india,chhattisgarh,2018,Q2,district,rajnandgaon,38120
india,chhattisgarh,2018,Q2,district,baloda bazar,32314
india,chhattisgarh,2018,Q2,district,surguja,30374
india,chhattisgarh,2018,Q2,district,mahasamund,28208
india,chhattisgarh,2018,Q2,pincode,492001,46075
india,chhattisgarh,2018,Q2,pincode,495001,42241
india,chhattisgarh,2018,Q2,pincode,497001,24183
india,chhattisgarh,2018,Q2,pincode,491001,21986
india,chhattisgarh,2018,Q2,pincode,496005,20104
india,chhattisgarh,2018,Q2,pincode,490023,19029
india,chhattisgarh,2018,Q2,pincode,491441,18770
india,chhattisgarh,2018,Q2,pincode,490006,18260
india,chhattisgarh,2018,Q2,pincode,492009,16914
india,chhattisgarh,2018,Q2,pincode,495450,15410
india,chhattisgarh,2018,Q3,district,raipur,231146
india,chhattisgarh,2018,Q3,district,durg,150753
india,chhattisgarh,2018,Q3,district,bilaspur,119415
india,chhattisgarh,2018,Q3,district,raigarh,89911
india,chhattisgarh,2018,Q3,district,janjgir champa,77834
india,chhattisgarh,2018,Q3,district,korba,68746
india,chhattisgarh,2018,Q3,district,rajnandgaon,50271
india,chhattisgarh,2018,Q3,district,baloda bazar,43335
india,chhattisgarh,2018,Q3,district,surguja,40025
india,chhattisgarh,2018,Q3,district,mahasamund,36628
india,chhattisgarh,2018,Q3,pincode,492001,56931
india,chhattisgarh,2018,Q3,pincode,495001,51338
india,chhattisgarh,2018,Q3,pincode,497001,31248
india,chhattisgarh,2018,Q3,pincode,491001,26913
india,chhattisgarh,2018,Q3,pincode,496005,24939
india,chhattisgarh,2018,Q3,pincode,491441,23726
india,chhattisgarh,2018,Q3,pincode,490023,22719
india,chhattisgarh,2018,Q3,pincode,490006,21320
india,chhattisgarh,2018,Q3,pincode,492009,20833
india,chhattisgarh,2018,Q3,pincode,495450,19323
india,chhattisgarh,2018,Q4,district,raipur,289198
india,chhattisgarh,2018,Q4,district,durg,185746
india,chhattisgarh,2018,Q4,district,bilaspur,153972
india,chhattisgarh,2018,Q4,district,raigarh,116785
india,chhattisgarh,2018,Q4,district,janjgir champa,107156
india,chhattisgarh,2018,Q4,district,korba,88680
india,chhattisgarh,2018,Q4,district,rajnandgaon,64828
india,chhattisgarh,2018,Q4,district,baloda bazar,60270
india,chhattisgarh,2018,Q4,district,surguja,51776
india,chhattisgarh,2018,Q4,district,mahasamund,47626
india,chhattisgarh,2018,Q4,pincode,492001,70803
india,chhattisgarh,2018,Q4,pincode,495001,63849
india,chhattisgarh,2018,Q4,pincode,497001,39828
india,chhattisgarh,2018,Q4,pincode,491001,33311
india,chhattisgarh,2018,Q4,pincode,496005,31493
india,chhattisgarh,2018,Q4,pincode,491441,29687
india,chhattisgarh,2018,Q4,pincode,490023,27817
india,chhattisgarh,2018,Q4,pincode,492009,26001
india,chhattisgarh,2018,Q4,pincode,490006,25695
india,chhattisgarh,2018,Q4,pincode,495450,24526
india,chhattisgarh,2019,Q1,district,raipur,351495
india,chhattisgarh,2019,Q1,district,durg,224058
india,chhattisgarh,2019,Q1,district,bilaspur,184636
india,chhattisgarh,2019,Q1,district,raigarh,139059
india,chhattisgarh,2019,Q1,district,janjgir champa,130114
india,chhattisgarh,2019,Q1,district,korba,105570
india,chhattisgarh,2019,Q1,district,rajnandgaon,78320
india,chhattisgarh,2019,Q1,district,baloda bazar,73454
india,chhattisgarh,2019,Q1,district,surguja,62300
india,chhattisgarh,2019,Q1,district,mahasamund,56953
india,chhattisgarh,2019,Q1,pincode,492001,86083
india,chhattisgarh,2019,Q1,pincode,495001,75175
india,chhattisgarh,2019,Q1,pincode,497001,47425
india,chhattisgarh,2019,Q1,pincode,491001,40489
india,chhattisgarh,2019,Q1,pincode,496005,37229
india,chhattisgarh,2019,Q1,pincode,491441,35384
india,chhattisgarh,2019,Q1,pincode,490023,33849
india,chhattisgarh,2019,Q1,pincode,492009,32208
india,chhattisgarh,2019,Q1,pincode,490006,30575
india,chhattisgarh,2019,Q1,pincode,495450,28696
india,chhattisgarh,2019,Q2,district,raipur,405792
india,chhattisgarh,2019,Q2,district,durg,257557
india,chhattisgarh,2019,Q2,district,bilaspur,209039
india,chhattisgarh,2019,Q2,district,raigarh,156178
india,chhattisgarh,2019,Q2,district,janjgir champa,147327
india,chhattisgarh,2019,Q2,district,korba,119540
india,chhattisgarh,2019,Q2,district,rajnandgaon,91198
india,chhattisgarh,2019,Q2,district,baloda bazar,84458
india,chhattisgarh,2019,Q2,district,surguja,71076
india,chhattisgarh,2019,Q2,district,mahasamund,65492
india,chhattisgarh,2019,Q2,pincode,492001,101202
india,chhattisgarh,2019,Q2,pincode,495001,83752
india,chhattisgarh,2019,Q2,pincode,497001,53805
india,chhattisgarh,2019,Q2,pincode,491001,47000
india,chhattisgarh,2019,Q2,pincode,496005,41612
india,chhattisgarh,2019,Q2,pincode,491441,40731
india,chhattisgarh,2019,Q2,pincode,490023,38778
india,chhattisgarh,2019,Q2,pincode,492009,37269
india,chhattisgarh,2019,Q2,pincode,490006,34533
india,chhattisgarh,2019,Q2,pincode,495450,31991
india,chhattisgarh,2019,Q3,district,raipur,455785
india,chhattisgarh,2019,Q3,district,durg,289803
india,chhattisgarh,2019,Q3,district,bilaspur,230364
india,chhattisgarh,2019,Q3,district,raigarh,170447
india,chhattisgarh,2019,Q3,district,janjgir champa,161232
india,chhattisgarh,2019,Q3,district,korba,131850
india,chhattisgarh,2019,Q3,district,rajnandgaon,101617
india,chhattisgarh,2019,Q3,district,baloda bazar,93416
india,chhattisgarh,2019,Q3,district,surguja,79170
india,chhattisgarh,2019,Q3,district,mahasamund,72039
india,chhattisgarh,2019,Q3,pincode,492001,114627
india,chhattisgarh,2019,Q3,pincode,495001,91881
india,chhattisgarh,2019,Q3,pincode,497001,60207
india,chhattisgarh,2019,Q3,pincode,491001,53426
india,chhattisgarh,2019,Q3,pincode,496005,45607
india,chhattisgarh,2019,Q3,pincode,491441,45344
india,chhattisgarh,2019,Q3,pincode,490023,43443
india,chhattisgarh,2019,Q3,pincode,492009,41984
india,chhattisgarh,2019,Q3,pincode,490006,38436
india,chhattisgarh,2019,Q3,pincode,495450,35125
india,chhattisgarh,2019,Q4,district,raipur,506122
india,chhattisgarh,2019,Q4,district,durg,321390
india,chhattisgarh,2019,Q4,district,bilaspur,257350
india,chhattisgarh,2019,Q4,district,raigarh,189764
india,chhattisgarh,2019,Q4,district,janjgir champa,180195
india,chhattisgarh,2019,Q4,district,korba,147812
india,chhattisgarh,2019,Q4,district,rajnandgaon,113965
india,chhattisgarh,2019,Q4,district,baloda bazar,104742
india,chhattisgarh,2019,Q4,district,surguja,89297
india,chhattisgarh,2019,Q4,district,mahasamund,80893
india,chhattisgarh,2019,Q4,pincode,492001,126984
india,chhattisgarh,2019,Q4,pincode,495001,101245
india,chhattisgarh,2019,Q4,pincode,497001,67647
india,chhattisgarh,2019,Q4,pincode,491001,59454
india,chhattisgarh,2019,Q4,pincode,491441,50228
india,chhattisgarh,2019,Q4,pincode,496005,49927
india,chhattisgarh,2019,Q4,pincode,490023,47785
india,chhattisgarh,2019,Q4,pincode,492009,46345
india,chhattisgarh,2019,Q4,pincode,490006,42008
india,chhattisgarh,2019,Q4,pincode,495450,38901
