country,state,year,entity_type,quarter,district&pincode,transaction_count,total_amount
india,andaman-&-nicobar-islands,2018,district,Q1,south andaman,5688,12560249
india,andaman-&-nicobar-islands,2018,district,Q1,nicobars,528,1139848
india,andaman-&-nicobar-islands,2018,district,Q1,north and middle andaman,442,931663
india,andaman-&-nicobar-islands,2018,pincode,Q1,744101,1622,2769297
india,andaman-&-nicobar-islands,2018,pincode,Q1,744103,1223,2238041
india,andaman-&-nicobar-islands,2018,pincode,Q1,744102,969,3519059
india,andaman-&-nicobar-islands,2018,pincode,Q1,744105,685,1298560
india,andaman-&-nicobar-islands,2018,pincode,Q1,744104,340,1039715
india,andaman-&-nicobar-islands,2018,pincode,Q1,744107,302,556059
india,andaman-&-nicobar-islands,2018,pincode,Q1,744301,283,445739
india,andaman-&-nicobar-islands,2018,pincode,Q1,744112,269,333709
india,andaman-&-nicobar-islands,2018,pincode,Q1,744202,193,238914
india,andaman-&-nicobar-islands,2018,pincode,Q1,744302,168,547469
india,andaman-&-nicobar-islands,2018,district,Q2,south andaman,9395,23948235
india,andaman-&-nicobar-islands,2018,district,Q2,nicobars,1120,3072436
india,andaman-&-nicobar-islands,2018,district,Q2,north and middle andaman,825,1317863
india,andaman-&-nicobar-islands,2018,pincode,Q2,744101,2701,6310089
india,andaman-&-nicobar-islands,2018,pincode,Q2,744103,1965,4752146
india,andaman-&-nicobar-islands,2018,pincode,Q2,744102,1525,5810267
india,andaman-&-nicobar-islands,2018,pincode,Q2,744105,997,2200332
india,andaman-&-nicobar-islands,2018,pincode,Q2,744301,767,1953749
india,andaman-&-nicobar-islands,2018,pincode,Q2,744104,659,1650346
india,andaman-&-nicobar-islands,2018,pincode,Q2,744107,594,1601569
india,andaman-&-nicobar-islands,2018,pincode,Q2,744112,432,578829
india,andaman-&-nicobar-islands,2018,pincode,Q2,744202,405,626523
india,andaman-&-nicobar-islands,2018,pincode,Q2,744302,291,1026590
india,andaman-&-nicobar-islands,2018,district,Q3,south andaman,13511,44268112
india,andaman-&-nicobar-islands,2018,district,Q3,nicobars,1471,6387829
india,andaman-&-nicobar-islands,2018,district,Q3,north and middle andaman,1283,4901529
india,andaman-&-nicobar-islands,2018,pincode,Q3,744101,3462,10833893
india,andaman-&-nicobar-islands,2018,pincode,Q3,744103,3182,10184154
india,andaman-&-nicobar-islands,2018,pincode,Q3,744102,2224,10365275
india,andaman-&-nicobar-islands,2018,pincode,Q3,744105,1613,5152534
india,andaman-&-nicobar-islands,2018,pincode,Q3,744104,1029,2588077
india,andaman-&-nicobar-islands,2018,pincode,Q3,744301,975,4256576
india,andaman-&-nicobar-islands,2018,pincode,Q3,744112,579,1145815
india,andaman-&-nicobar-islands,2018,pincode,Q3,744107,547,1492405
india,andaman-&-nicobar-islands,2018,pincode,Q3,744302,417,1976781
india,andaman-&-nicobar-islands,2018,pincode,Q3,744202,341,2099404
india,andaman-&-nicobar-islands,2018,district,Q4,south andaman,20136,75411840
india,andaman-&-nicobar-islands,2018,district,Q4,north and middle andaman,2137,7955635
india,andaman-&-nicobar-islands,2018,district,Q4,nicobars,1485,7180859
india,andaman-&-nicobar-islands,2018,pincode,Q4,744101,4674,16392855
india,andaman-&-nicobar-islands,2018,pincode,Q4,744103,4576,17022520
india,andaman-&-nicobar-islands,2018,pincode,Q4,744102,3306,17019977
india,andaman-&-nicobar-islands,2018,pincode,Q4,744105,2513,9935282
india,andaman-&-nicobar-islands,2018,pincode,Q4,744104,1432,6091757
india,andaman-&-nicobar-islands,2018,pincode,Q4,744211,1225,3451359
india,andaman-&-nicobar-islands,2018,pincode,Q4,744301,928,4606293
india,andaman-&-nicobar-islands,2018,pincode,Q4,744112,759,2208675
india,andaman-&-nicobar-islands,2018,pincode,Q4,744107,747,1825659
india,andaman-&-nicobar-islands,2018,pincode,Q4,744202,702,3797054
india,andaman-&-nicobar-islands,2019,district,Q1,south andaman,25683,85501972
india,andaman-&-nicobar-islands,2019,district,Q1,north and middle andaman,3264,9561708
india,andaman-&-nicobar-islands,2019,district,Q1,nicobars,1539,7236059
india,andaman-&-nicobar-islands,2019,pincode,Q1,744103,5742,19401964
india,andaman-&-nicobar-islands,2019,pincode,Q1,744101,5156,15501306
india,andaman-&-nicobar-islands,2019,pincode,Q1,744102,3925,16683547
india,andaman-&-nicobar-islands,2019,pincode,Q1,744105,3553,11588669
india,andaman-&-nicobar-islands,2019,pincode,Q1,744104,2833,9141657
india,andaman-&-nicobar-islands,2019,pincode,Q1,744211,1511,5794838
india,andaman-&-nicobar-islands,2019,pincode,Q1,744202,1112,3613381
india,andaman-&-nicobar-islands,2019,pincode,Q1,744107,1029,3592930
india,andaman-&-nicobar-islands,2019,pincode,Q1,744301,920,4652963
india,andaman-&-nicobar-islands,2019,pincode,Q1,744112,802,1893718
india,andaman-&-nicobar-islands,2019,district,Q2,south andaman,28490,102530955
india,andaman-&-nicobar-islands,2019,district,Q2,north and middle andaman,3371,8612103
india,andaman-&-nicobar-islands,2019,district,Q2,nicobars,1828,9111650
india,andaman-&-nicobar-islands,2019,pincode,Q2,744104,6142,15625676
india,andaman-&-nicobar-islands,2019,pincode,Q2,744103,5847,23751450
india,andaman-&-nicobar-islands,2019,pincode,Q2,744101,4863,19061125
india,andaman-&-nicobar-islands,2019,pincode,Q2,744102,4120,18948733
india,andaman-&-nicobar-islands,2019,pincode,Q2,744105,3500,13418692
india,andaman-&-nicobar-islands,2019,pincode,Q2,744202,1153,3619993
india,andaman-&-nicobar-islands,2019,pincode,Q2,744107,1124,2967445
india,andaman-&-nicobar-islands,2019,pincode,Q2,744211,1047,3168331
india,andaman-&-nicobar-islands,2019,pincode,Q2,744301,1007,4849284
india,andaman-&-nicobar-islands,2019,pincode,Q2,744112,763,2928099
india,andaman-&-nicobar-islands,2019,district,Q3,south andaman,27421,91023888
india,andaman-&-nicobar-islands,2019,district,Q3,north and middle andaman,4049,11481466
india,andaman-&-nicobar-islands,2019,district,Q3,nicobars,2300,11566421
india,andaman-&-nicobar-islands,2019,pincode,Q3,744103,5680,19906337
india,andaman-&-nicobar-islands,2019,pincode,Q3,744101,5606,18745152
india,andaman-&-nicobar-islands,2019,pincode,Q3,744104,4786,15754793
india,andaman-&-nicobar-islands,2019,pincode,Q3,744102,3643,14572605
india,andaman-&-nicobar-islands,2019,pincode,Q3,744105,3512,11767223
india,andaman-&-nicobar-islands,2019,pincode,Q3,744202,1417,3875602
india,andaman-&-nicobar-islands,2019,pincode,Q3,744301,1402,6195496
india,andaman-&-nicobar-islands,2019,pincode,Q3,744211,1118,2983697
india,andaman-&-nicobar-islands,2019,pincode,Q3,744107,914,1988299
india,andaman-&-nicobar-islands,2019,pincode,Q3,744112,833,2198831
india,andaman-&-nicobar-islands,2019,district,Q4,south andaman,27843,110930312
india,andaman-&-nicobar-islands,2019,district,Q4,north and middle andaman,4716,13524056
india,andaman-&-nicobar-islands,2019,district,Q4,nicobars,2600,12384161
india,andaman-&-nicobar-islands,2019,pincode,Q4,744104,6633,20626642
india,andaman-&-nicobar-islands,2019,pincode,Q4,744101,5282,23247752
india,andaman-&-nicobar-islands,2019,pincode,Q4,744103,4840,19792507
india,andaman-&-nicobar-islands,2019,pincode,Q4,744105,3528,15302141
india,andaman-&-nicobar-islands,2019,pincode,Q4,744102,3237,15350444
india,andaman-&-nicobar-islands,2019,pincode,Q4,744202,1783,5800016
india,andaman-&-nicobar-islands,2019,pincode,Q4,744211,1596,7908264
india,andaman-&-nicobar-islands,2019,pincode,Q4,744301,1549,7056478
india,andaman-&-nicobar-islands,2019,pincode,Q4,744201,886,946768
india,andaman-&-nicobar-islands,2019,pincode,Q4,744107,777,3030368
india,andaman-&-nicobar-islands,2020,district,Q1,south andaman,32713,134679396
india,andaman-&-nicobar-islands,2020,district,Q1,north and middle andaman,5674,14697371
india,andaman-&-nicobar-islands,2020,district,Q1,nicobars,2911,12099543
india,andaman-&-nicobar-islands,2020,pincode,Q1,744101,11793,58229349
india,andaman-&-nicobar-islands,2020,pincode,Q1,744103,5870,22009443
india,andaman-&-nicobar-islands,2020,pincode,Q1,744105,4635,16774043
india,andaman-&-nicobar-islands,2020,pincode,Q1,744102,3820,14517706
india,andaman-&-nicobar-islands,2020,pincode,Q1,744211,1837,8425387
india,andaman-&-nicobar-islands,2020,pincode,Q1,744301,1819,6901162
india,andaman-&-nicobar-islands,2020,pincode,Q1,744202,1794,5037742
india,andaman-&-nicobar-islands,2020,pincode,Q1,744104,1302,5293130
india,andaman-&-nicobar-islands,2020,pincode,Q1,744201,1157,1242638
india,andaman-&-nicobar-islands,2020,pincode,Q1,744107,1043,2990354
india,andaman-&-nicobar-islands,2020,district,Q2,south andaman,48088,132855778
india,andaman-&-nicobar-islands,2020,district,Q2,north and middle andaman,10979,22447714
india,andaman-&-nicobar-islands,2020,district,Q2,nicobars,3895,14341508
india,andaman-&-nicobar-islands,2020,pincode,Q2,744101,11868,48293323
india,andaman-&-nicobar-islands,2020,pincode,Q2,744103,10035,26197535
india,andaman-&-nicobar-islands,2020,pincode,Q2,744105,9341,23203019
india,andaman-&-nicobar-islands,2020,pincode,Q2,744102,6012,17786750
india,andaman-&-nicobar-islands,2020,pincode,Q2,744202,3722,8924121
india,andaman-&-nicobar-islands,2020,pincode,Q2,744107,2555,3980470
india,andaman-&-nicobar-islands,2020,pincode,Q2,744301,2275,9055232
india,andaman-&-nicobar-islands,2020,pincode,Q2,744211,2045,3319717
india,andaman-&-nicobar-islands,2020,pincode,Q2,744205,1847,4459064
india,andaman-&-nicobar-islands,2020,pincode,Q2,744104,1840,3334591
india,andaman-&-nicobar-islands,2020,district,Q3,south andaman,95323,282366109
india,andaman-&-nicobar-islands,2020,district,Q3,north and middle andaman,16747,33486883
india,andaman-&-nicobar-islands,2020,district,Q3,nicobars,5413,22166453
india,andaman-&-nicobar-islands,2020,pincode,Q3,744101,24386,100439119
india,andaman-&-nicobar-islands,2020,pincode,Q3,744103,21272,60332278
india,andaman-&-nicobar-islands,2020,pincode,Q3,744105,17166,44061506
india,andaman-&-nicobar-islands,2020,pincode,Q3,744102,13934,43077189
india,andaman-&-nicobar-islands,2020,pincode,Q3,744202,5779,11975748
india,andaman-&-nicobar-islands,2020,pincode,Q3,744107,4753,7628018
india,andaman-&-nicobar-islands,2020,pincode,Q3,744104,3468,7353834
india,andaman-&-nicobar-islands,2020,pincode,Q3,744112,3422,6067986
india,andaman-&-nicobar-islands,2020,pincode,Q3,744301,3071,13352610
india,andaman-&-nicobar-islands,2020,pincode,Q3,744205,2991,7535645
india,andaman-&-nicobar-islands,2020,district,Q4,south andaman,186494,523122462
india,andaman-&-nicobar-islands,2020,district,Q4,north and middle andaman,29349,68941322
india,andaman-&-nicobar-islands,2020,district,Q4,nicobars,8688,35218871
india,andaman-&-nicobar-islands,2020,pincode,Q4,744103,46884,138264791
india,andaman-&-nicobar-islands,2020,pincode,Q4,744101,40392,136401368
india,andaman-&-nicobar-islands,2020,pincode,Q4,744105,34410,87838226
india,andaman-&-nicobar-islands,2020,pincode,Q4,744102,26694,76348598
india,andaman-&-nicobar-islands,2020,pincode,Q4,744202,10949,25543799
india,andaman-&-nicobar-islands,2020,pincode,Q4,744107,9743,18083250
india,andaman-&-nicobar-islands,2020,pincode,Q4,744104,7654,19126095
india,andaman-&-nicobar-islands,2020,pincode,Q4,744112,7016,15890275
india,andaman-&-nicobar-islands,2020,pincode,Q4,744205,5118,12002695
india,andaman-&-nicobar-islands,2020,pincode,Q4,744201,5011,6777275
india,andaman-&-nicobar-islands,2021,district,Q1,south andaman,207092,669604045
india,andaman-&-nicobar-islands,2021,district,Q1,north and middle andaman,27358,75027255
india,andaman-&-nicobar-islands,2021,district,Q1,nicobars,10302,39075266
india,andaman-&-nicobar-islands,2021,pincode,Q1,744101,55726,190830957
india,andaman-&-nicobar-islands,2021,pincode,Q1,744103,47328,158404100
india,andaman-&-nicobar-islands,2021,pincode,Q1,744105,35467,111571687
india,andaman-&-nicobar-islands,2021,pincode,Q1,744102,23957,80750048
india,andaman-&-nicobar-islands,2021,pincode,Q1,744211,10648,34956327
india,andaman-&-nicobar-islands,2021,pincode,Q1,744202,10597,28127629
india,andaman-&-nicobar-islands,2021,pincode,Q1,744107,8848,19627951
india,andaman-&-nicobar-islands,2021,pincode,Q1,744104,8799,27854306
india,andaman-&-nicobar-islands,2021,pincode,Q1,744112,7113,21084790
india,andaman-&-nicobar-islands,2021,pincode,Q1,744301,5630,22671937
india,andaman-&-nicobar-islands,2021,district,Q2,south andaman,286907,760893020
india,andaman-&-nicobar-islands,2021,district,Q2,north and middle andaman,39200,90233388
india,andaman-&-nicobar-islands,2021,district,Q2,nicobars,15307,48020606
india,andaman-&-nicobar-islands,2021,pincode,Q2,744101,73334,227585492
india,andaman-&-nicobar-islands,2021,pincode,Q2,744103,66321,174752815
india,andaman-&-nicobar-islands,2021,pincode,Q2,744105,52645,134835744
india,andaman-&-nicobar-islands,2021,pincode,Q2,744102,34289,100890426
india,andaman-&-nicobar-islands,2021,pincode,Q2,744202,16476,40647907
india,andaman-&-nicobar-islands,2021,pincode,Q2,744107,14524,24690581
india,andaman-&-nicobar-islands,2021,pincode,Q2,744104,11278,28333852
india,andaman-&-nicobar-islands,2021,pincode,Q2,744211,10182,20377949
india,andaman-&-nicobar-islands,2021,pincode,Q2,744112,9635,21637658
india,andaman-&-nicobar-islands,2021,pincode,Q2,744301,8463,27666837
india,andaman-&-nicobar-islands,2021,district,Q3,south andaman,382418,1116789010
india,andaman-&-nicobar-islands,2021,district,Q3,north and middle andaman,46592,118254865
india,andaman-&-nicobar-islands,2021,district,Q3,nicobars,20754,74980519
india,andaman-&-nicobar-islands,2021,pincode,Q3,744101,116324,388328168
india,andaman-&-nicobar-islands,2021,pincode,Q3,744103,84790,246433385
india,andaman-&-nicobar-islands,2021,pincode,Q3,744105,67257,185238368
india,andaman-&-nicobar-islands,2021,pincode,Q3,744102,43850,131239564
india,andaman-&-nicobar-islands,2021,pincode,Q3,744202,19088,48475163
india,andaman-&-nicobar-islands,2021,pincode,Q3,744107,16203,37962312
india,andaman-&-nicobar-islands,2021,pincode,Q3,744104,14657,35301326
india,andaman-&-nicobar-islands,2021,pincode,Q3,744112,11565,28491553
india,andaman-&-nicobar-islands,2021,pincode,Q3,744301,11553,43464511
india,andaman-&-nicobar-islands,2021,pincode,Q3,744211,9655,19497765
india,andaman-&-nicobar-islands,2021,district,Q4,south andaman,558571,1694794708
india,andaman-&-nicobar-islands,2021,district,Q4,north and middle andaman,53115,156486112
india,andaman-&-nicobar-islands,2021,district,Q4,nicobars,24437,81329281
india,andaman-&-nicobar-islands,2021,pincode,Q4,744101,165719,533026207
india,andaman-&-nicobar-islands,2021,pincode,Q4,744103,121613,372243734
india,andaman-&-nicobar-islands,2021,pincode,Q4,744105,95028,281223411
india,andaman-&-nicobar-islands,2021,pincode,Q4,744102,58258,174623253
india,andaman-&-nicobar-islands,2021,pincode,Q4,744211,27938,94222862
india,andaman-&-nicobar-islands,2021,pincode,Q4,744104,25662,69245386
india,andaman-&-nicobar-islands,2021,pincode,Q4,744202,21913,67790798
india,andaman-&-nicobar-islands,2021,pincode,Q4,744107,21397,52036029
india,andaman-&-nicobar-islands,2021,pincode,Q4,744112,18915,55448543
india,andaman-&-nicobar-islands,2021,pincode,Q4,744301,14553,47792330
india,andaman-&-nicobar-islands,2022,district,Q1,south andaman,705512,1872991195
india,andaman-&-nicobar-islands,2022,district,Q1,north and middle andaman,60059,161624878
india,andaman-&-nicobar-islands,2022,district,Q1,nicobars,29177,94414127
india,andaman-&-nicobar-islands,2022,pincode,Q1,744101,209941,615978080
india,andaman-&-nicobar-islands,2022,pincode,Q1,744103,157230,399715980
india,andaman-&-nicobar-islands,2022,pincode,Q1,744105,122716,321850608
india,andaman-&-nicobar-islands,2022,pincode,Q1,744102,74883,193336549
india,andaman-&-nicobar-islands,2022,pincode,Q1,744104,32471,72915521
india,andaman-&-nicobar-islands,2022,pincode,Q1,744211,30272,86955570
india,andaman-&-nicobar-islands,2022,pincode,Q1,744107,25379,58776727
india,andaman-&-nicobar-islands,2022,pincode,Q1,744202,24022,68519268
india,andaman-&-nicobar-islands,2022,pincode,Q1,744112,23471,55469783
india,andaman-&-nicobar-islands,2022,pincode,Q1,744301,17630,56879992
india,andaman-&-nicobar-islands,2022,district,Q2,south andaman,954875,2357326563
india,andaman-&-nicobar-islands,2022,district,Q2,north and middle andaman,72573,195693167
india,andaman-&-nicobar-islands,2022,district,Q2,nicobars,43769,132900618
india,andaman-&-nicobar-islands,2022,pincode,Q2,744101,252722,702122365
india,andaman-&-nicobar-islands,2022,pincode,Q2,744103,230746,561168775
india,andaman-&-nicobar-islands,2022,pincode,Q2,744105,176252,415796516
india,andaman-&-nicobar-islands,2022,pincode,Q2,744102,101551,240451609
india,andaman-&-nicobar-islands,2022,pincode,Q2,744104,47069,94335358
india,andaman-&-nicobar-islands,2022,pincode,Q2,744211,40245,108788594
india,andaman-&-nicobar-islands,2022,pincode,Q2,744107,36402,82851064
india,andaman-&-nicobar-islands,2022,pincode,Q2,744112,32548,70178309
india,andaman-&-nicobar-islands,2022,pincode,Q2,744202,27750,84587978
india,andaman-&-nicobar-islands,2022,pincode,Q2,744301,26170,74485462
india,andaman-&-nicobar-islands,2022,district,Q3,south andaman,1455255,2967719400
india,andaman-&-nicobar-islands,2022,district,Q3,north and middle andaman,79574,211581970
india,andaman-&-nicobar-islands,2022,district,Q3,nicobars,49550,131330400
india,andaman-&-nicobar-islands,2022,pincode,Q3,744104,497273,951370315
india,andaman-&-nicobar-islands,2022,pincode,Q3,744103,259994,545653686
india,andaman-&-nicobar-islands,2022,pincode,Q3,744101,213864,444967255
india,andaman-&-nicobar-islands,2022,pincode,Q3,744105,208055,438754611
india,andaman-&-nicobar-islands,2022,pincode,Q3,744102,114416,239581586
india,andaman-&-nicobar-islands,2022,pincode,Q3,744107,40466,85492008
india,andaman-&-nicobar-islands,2022,pincode,Q3,744112,38350,74030563
india,andaman-&-nicobar-islands,2022,pincode,Q3,744211,37918,89671382
india,andaman-&-nicobar-islands,2022,pincode,Q3,744202,29918,85509005
india,andaman-&-nicobar-islands,2022,pincode,Q3,744301,27668,70002553
india,andaman-&-nicobar-islands,2022,district,Q4,south andaman,1835592,3600887266
india,andaman-&-nicobar-islands,2022,district,Q4,north and middle andaman,93297,241431284
india,andaman-&-nicobar-islands,2022,district,Q4,nicobars,58646,142355853
india,andaman-&-nicobar-islands,2022,pincode,Q4,744104,684366,1309407988
india,andaman-&-nicobar-islands,2022,pincode,Q4,744103,304600,612929267
india,andaman-&-nicobar-islands,2022,pincode,Q4,744105,258097,505662756
india,andaman-&-nicobar-islands,2022,pincode,Q4,744101,243494,467192496
india,andaman-&-nicobar-islands,2022,pincode,Q4,744102,134923,264371699
india,andaman-&-nicobar-islands,2022,pincode,Q4,744211,56491,137253267
india,andaman-&-nicobar-islands,2022,pincode,Q4,744107,54192,104539818
india,andaman-&-nicobar-islands,2022,pincode,Q4,744112,46364,82461782
india,andaman-&-nicobar-islands,2022,pincode,Q4,744202,34689,94217164
india,andaman-&-nicobar-islands,2022,pincode,Q4,744301,33669,82466591
india,andhra-pradesh,2018,district,Q1,visakhapatnam,1256469,1749966196
india,andhra-pradesh,2018,district,Q1,east godavari,943935,1235785515
india,andhra-pradesh,2018,district,Q1,krishna,863935,1284255179
india,andhra-pradesh,2018,district,Q1,chittoor,830324,1009621878
india,andhra-pradesh,2018,district,Q1,guntur,815932,1108686589
india,andhra-pradesh,2018,district,Q1,kurnool,679623,764905298
india,andhra-pradesh,2018,district,Q1,anantapur,638664,788830646
india,andhra-pradesh,2018,district,Q1,west godavari,577090,853547668
india,andhra-pradesh,2018,district,Q1,prakasam,534757,748990775
india,andhra-pradesh,2018,district,Q1,spsr nellore,531612,676643237
india,andhra-pradesh,2018,pincode,Q1,517501,110496,163487278
india,andhra-pradesh,2018,pincode,Q1,520001,96883,170605900
india,andhra-pradesh,2018,pincode,Q1,515001,92754,133522310
india,andhra-pradesh,2018,pincode,Q1,517507,88132,127450018
india,andhra-pradesh,2018,pincode,Q1,516001,84644,131194265
india,andhra-pradesh,2018,pincode,Q1,518502,82421,68040306
india,andhra-pradesh,2018,pincode,Q1,530016,81891,140880970
india,andhra-pradesh,2018,pincode,Q1,520010,69581,119009921
india,andhra-pradesh,2018,pincode,Q1,516360,68340,101612118
india,andhra-pradesh,2018,pincode,Q1,518501,68193,81006512
india,andhra-pradesh,2018,district,Q2,visakhapatnam,1641192,2987853607
india,andhra-pradesh,2018,district,Q2,krishna,1224987,2448141593
india,andhra-pradesh,2018,district,Q2,east godavari,1221677,2168914928
india,andhra-pradesh,2018,district,Q2,chittoor,1185723,1990419125
india,andhra-pradesh,2018,district,Q2,guntur,1088101,2108475811
india,andhra-pradesh,2018,district,Q2,kurnool,968439,1531888665
india,andhra-pradesh,2018,district,Q2,anantapur,937023,1690366079
india,andhra-pradesh,2018,district,Q2,west godavari,786033,1688025212
india,andhra-pradesh,2018,district,Q2,spsr nellore,780454,1542057934
india,andhra-pradesh,2018,district,Q2,prakasam,739991,1571167562
india,andhra-pradesh,2018,pincode,Q2,517501,165506,305629373
india,andhra-pradesh,2018,pincode,Q2,518502,140893,127814123
india,andhra-pradesh,2018,pincode,Q2,515001,129798,285924993
india,andhra-pradesh,2018,pincode,Q2,517507,127731,243405277
india,andhra-pradesh,2018,pincode,Q2,520001,123176,271911611
india,andhra-pradesh,2018,pincode,Q2,516001,114806,242175477
india,andhra-pradesh,2018,pincode,Q2,530016,111874,235770318
india,andhra-pradesh,2018,pincode,Q2,520010,100630,220730389
india,andhra-pradesh,2018,pincode,Q2,516360,96619,197068813
india,andhra-pradesh,2018,pincode,Q2,518501,93442,163942778
india,andhra-pradesh,2018,district,Q3,visakhapatnam,3394576,4821892253
india,andhra-pradesh,2018,district,Q3,east godavari,3226907,3551247095
india,andhra-pradesh,2018,district,Q3,kurnool,2921189,2908389261
india,andhra-pradesh,2018,district,Q3,krishna,2396934,3754202654
india,andhra-pradesh,2018,district,Q3,chittoor,2297429,3283517630
india,andhra-pradesh,2018,district,Q3,guntur,1912529,3127764663
india,andhra-pradesh,2018,district,Q3,anantapur,1815215,2681787750
india,andhra-pradesh,2018,district,Q3,ysr,1557444,2235904512
india,andhra-pradesh,2018,district,Q3,west godavari,1431282,2309078492
india,andhra-pradesh,2018,district,Q3,prakasam,1319651,2346453445
india,andhra-pradesh,2018,pincode,Q3,518502,1300146,709765829
india,andhra-pradesh,2018,pincode,Q3,533437,421968,240766495
india,andhra-pradesh,2018,pincode,Q3,518501,296154,291247918
india,andhra-pradesh,2018,pincode,Q3,517501,295403,466133618
india,andhra-pradesh,2018,pincode,Q3,515001,276595,438158383
india,andhra-pradesh,2018,pincode,Q3,530016,234494,380410223
india,andhra-pradesh,2018,pincode,Q3,517507,233347,386563858
india,andhra-pradesh,2018,pincode,Q3,516259,220165,109844218
india,andhra-pradesh,2018,pincode,Q3,520011,213275,291805923
india,andhra-pradesh,2018,pincode,Q3,520001,206435,371140000
india,andhra-pradesh,2018,district,Q4,visakhapatnam,4791421,7366635864
india,andhra-pradesh,2018,district,Q4,chittoor,3166201,4979093890
india,andhra-pradesh,2018,district,Q4,east godavari,3052762,4652624623
india,andhra-pradesh,2018,district,Q4,krishna,2839161,5416251838
india,andhra-pradesh,2018,district,Q4,guntur,2546620,4730251217
india,andhra-pradesh,2018,district,Q4,kurnool,2508530,3626544852
india,andhra-pradesh,2018,district,Q4,anantapur,2286391,3975878156
india,andhra-pradesh,2018,district,Q4,spsr nellore,1814997,3293448556
india,andhra-pradesh,2018,district,Q4,ysr,1732527,3252340063
india,andhra-pradesh,2018,district,Q4,prakasam,1692862,3255254226
india,andhra-pradesh,2018,pincode,Q4,518502,441662,332201263
india,andhra-pradesh,2018,pincode,Q4,517501,423357,714887920
india,andhra-pradesh,2018,pincode,Q4,530016,367619,575982481
india,andhra-pradesh,2018,pincode,Q4,515001,355695,651952970
india,andhra-pradesh,2018,pincode,Q4,517507,318300,594747982
india,andhra-pradesh,2018,pincode,Q4,530003,277131,356075793
india,andhra-pradesh,2018,pincode,Q4,516001,269798,572252390
india,andhra-pradesh,2018,pincode,Q4,520010,250261,492229977
india,andhra-pradesh,2018,pincode,Q4,530017,248725,326891428
india,andhra-pradesh,2018,pincode,Q4,518501,248520,357423401
india,andhra-pradesh,2019,district,Q1,visakhapatnam,9690866,13459857440
india,andhra-pradesh,2019,district,Q1,chittoor,6486813,8223371732
india,andhra-pradesh,2019,district,Q1,krishna,5443981,9061346433
india,andhra-pradesh,2019,district,Q1,east godavari,5440146,7382264724
india,andhra-pradesh,2019,district,Q1,guntur,4846553,7765934169
india,andhra-pradesh,2019,district,Q1,kurnool,4193432,5541564892
india,andhra-pradesh,2019,district,Q1,anantapur,3891336,6044730653
india,andhra-pradesh,2019,district,Q1,spsr nellore,3333584,5161932216
india,andhra-pradesh,2019,district,Q1,prakasam,2931081,4807527779
india,andhra-pradesh,2019,district,Q1,ysr,2852197,4915811593
india,andhra-pradesh,2019,pincode,Q1,530001,950821,1529039457
india,andhra-pradesh,2019,pincode,Q1,517501,922416,1244725311
india,andhra-pradesh,2019,pincode,Q1,520001,814616,1462807205
india,andhra-pradesh,2019,pincode,Q1,530016,684611,960022481
india,andhra-pradesh,2019,pincode,Q1,517507,671661,1009128524
india,andhra-pradesh,2019,pincode,Q1,515001,609682,1009938283
india,andhra-pradesh,2019,pincode,Q1,518502,545426,389782596
india,andhra-pradesh,2019,pincode,Q1,530003,527667,590799502
india,andhra-pradesh,2019,pincode,Q1,530017,472914,531596255
india,andhra-pradesh,2019,pincode,Q1,520010,460133,774931063
india,andhra-pradesh,2019,district,Q2,visakhapatnam,11705738,20797479804
india,andhra-pradesh,2019,district,Q2,krishna,6428472,13437029115
india,andhra-pradesh,2019,district,Q2,chittoor,5983308,10982727976
india,andhra-pradesh,2019,district,Q2,guntur,5005275,10405246943
india,andhra-pradesh,2019,district,Q2,east godavari,4699261,9116404622
india,andhra-pradesh,2019,district,Q2,kurnool,3895824,7358285187
india,andhra-pradesh,2019,district,Q2,anantapur,3578836,7830782361
india,andhra-pradesh,2019,district,Q2,spsr nellore,3141891,6880873007
india,andhra-pradesh,2019,district,Q2,prakasam,2670529,6262396448
india,andhra-pradesh,2019,district,Q2,ysr,2606284,6376856828
india,andhra-pradesh,2019,pincode,Q2,530001,2602865,5218795715
india,andhra-pradesh,2019,pincode,Q2,520001,1828617,3823390190
india,andhra-pradesh,2019,pincode,Q2,517501,949187,1669949938
india,andhra-pradesh,2019,pincode,Q2,522001,839909,1759418775
india,andhra-pradesh,2019,pincode,Q2,530016,793798,1257915825
india,andhra-pradesh,2019,pincode,Q2,517507,760335,1412863012
india,andhra-pradesh,2019,pincode,Q2,515001,567306,1282118916
india,andhra-pradesh,2019,pincode,Q2,530003,520142,718170914
india,andhra-pradesh,2019,pincode,Q2,520010,490697,973983824
india,andhra-pradesh,2019,pincode,Q2,530017,480905,650710126
india,andhra-pradesh,2019,district,Q3,visakhapatnam,16694947,26944837120
india,andhra-pradesh,2019,district,Q3,krishna,8408474,16404073560
india,andhra-pradesh,2019,district,Q3,chittoor,8201783,13837455758
india,andhra-pradesh,2019,district,Q3,guntur,6942304,13075661264
india,andhra-pradesh,2019,district,Q3,east godavari,6537303,11387726470
india,andhra-pradesh,2019,district,Q3,kurnool,5139134,9025632779
india,andhra-pradesh,2019,district,Q3,anantapur,4889720,9554081289
india,andhra-pradesh,2019,district,Q3,spsr nellore,4150195,8256600118
india,andhra-pradesh,2019,district,Q3,prakasam,3430750,7354502261
india,andhra-pradesh,2019,district,Q3,ysr,3296586,7447544274
