country,state,year,quarter,district_name,transaction_count,total_amount
india,assam,2021,Q1,dhemaji district,231336,615209792
india,assam,2021,Q1,karimganj district,304173,916185934
india,assam,2021,Q1,bongaigaon district,321020,874996649
india,assam,2021,Q1,dima hasao district,104846,283821933
india,assam,2021,Q1,baksa district,260583,764921383
india,assam,2021,Q1,charaideo district,138143,380869059
india,assam,2021,Q1,darrang district,259665,757825643
india,assam,2021,Q1,kamrup metropolitan district,9400818,24003716533
india,assam,2021,Q1,hailakandi district,189886,515905421
india,assam,2021,Q1,barpeta district,768249,2378951523
india,assam,2021,Q1,goalpara district,400249,1203600745
india,assam,2021,Q1,biswanath district,197774,446301042
india,assam,2021,Q1,jorhat district,388882,856404785
india,assam,2021,Q2,tinsukia district,606143,1318534292
india,assam,2021,Q2,lakhimpur district,361975,751021666
india,assam,2021,Q2,kamrup district,737877,1686926641
india,assam,2021,Q2,kokrajhar district,291109,760467202
india,assam,2021,Q2,karbi anglong district,275847,664132421
india,assam,2021,Q2,sivasagar district,303100,635897961
india,assam,2021,Q2,dibrugarh district,870918,1976153977
india,assam,2021,Q2,south salmara mancachar district,213176,702484951
india,assam,2021,Q2,nagaon district,928187,2446953429
india,assam,2021,Q2,dhubri district,528440,1316708576
india,assam,2021,Q2,golaghat district,382567,828266419
india,assam,2021,Q2,udalguri district,229956,535712130
india,assam,2021,Q2,majuli district,44407,85365999
india,assam,2021,Q2,sonitpur district,848080,1929013770
india,assam,2021,Q2,hojai district,285880,717552682
india,assam,2021,Q2,marigaon district,452067,1213004303
india,assam,2021,Q2,chirang district,173228,416705187
india,assam,2021,Q2,cachar district,743120,1680050955
india,assam,2021,Q2,nalbari district,265787,614926960
india,assam,2021,Q2,west karbi anglong district,51169,93322156
india,assam,2021,Q2,dhemaji district,299375,707439590
india,assam,2021,Q2,karimganj district,376322,1008636324
india,assam,2021,Q2,bongaigaon district,445957,1107075859
india,assam,2021,Q2,dima hasao district,127333,291445306
india,assam,2021,Q2,baksa district,333425,874733682
india,assam,2021,Q2,charaideo district,169721,406368639
india,assam,2021,Q2,darrang district,373027,991719331
india,assam,2021,Q2,kamrup metropolitan district,12113618,26948905679
india,assam,2021,Q2,hailakandi district,258553,622102715
india,assam,2021,Q2,barpeta district,1094358,2927546915
india,assam,2021,Q2,goalpara district,544911,1475602701
india,assam,2021,Q2,biswanath district,255222,546335899
india,assam,2021,Q2,jorhat district,448050,911359043
india,assam,2021,Q3,tinsukia district,726497,1620117007
india,assam,2021,Q3,lakhimpur district,433255,930738036
india,assam,2021,Q3,kamrup district,957373,2112276358
india,assam,2021,Q3,kokrajhar district,366661,966061545
india,assam,2021,Q3,karbi anglong district,338533,828250761
india,assam,2021,Q3,sivasagar district,350815,733449637
india,assam,2021,Q3,dibrugarh district,1116075,2517711536
india,assam,2021,Q3,south salmara mancachar district,245208,682772092
india,assam,2021,Q3,nagaon district,1156024,2903215135
india,assam,2021,Q3,dhubri district,668723,1682447560
india,assam,2021,Q3,golaghat district,446587,965096814
india,assam,2021,Q3,udalguri district,291168,657660643
india,assam,2021,Q3,majuli district,51208,102034225
india,assam,2021,Q3,sonitpur district,1030160,2385666128
india,assam,2021,Q3,hojai district,368350,874185464
india,assam,2021,Q3,marigaon district,554657,1470486045
india,assam,2021,Q3,chirang district,220676,528538770
india,assam,2021,Q3,cachar district,998685,2285248942
india,assam,2021,Q3,nalbari district,318284,722110352
india,assam,2021,Q3,west karbi anglong district,57137,112522665
india,assam,2021,Q3,dhemaji district,359737,848544237
india,assam,2021,Q3,karimganj district,524239,1393649226
india,assam,2021,Q3,bongaigaon district,548175,1331228200
india,assam,2021,Q3,dima hasao district,149975,353350846
india,assam,2021,Q3,baksa district,418859,1074324607
india,assam,2021,Q3,charaideo district,201059,479392451
india,assam,2021,Q3,darrang district,498938,1241235475
india,assam,2021,Q3,kamrup metropolitan district,16840668,36123082534
india,assam,2021,Q3,hailakandi district,360281,801449299
india,assam,2021,Q3,barpeta district,1436928,3522432994
india,assam,2021,Q3,goalpara district,650085,1747257315
india,assam,2021,Q3,biswanath district,288131,620203649
india,assam,2021,Q3,jorhat district,531290,1083758709
india,assam,2021,Q4,tinsukia district,924326,2099664801
india,assam,2021,Q4,lakhimpur district,560279,1263722648
india,assam,2021,Q4,kamrup district,1326629,2906827875
india,assam,2021,Q4,kokrajhar district,529425,1392051533
india,assam,2021,Q4,karbi anglong district,448701,1157896438
india,assam,2021,Q4,sivasagar district,452511,991840782
india,assam,2021,Q4,dibrugarh district,1489321,3247229901
india,assam,2021,Q4,south salmara mancachar district,314595,919174483
india,assam,2021,Q4,nagaon district,1599255,4181552742
india,assam,2021,Q4,dhubri district,947815,2452971274
india,assam,2021,Q4,golaghat district,597064,1337575801
india,assam,2021,Q4,udalguri district,406086,917680978
india,assam,2021,Q4,majuli district,65312,129028300
india,assam,2021,Q4,sonitpur district,1437714,3119948215
india,assam,2021,Q4,hojai district,527676,1247022294
india,assam,2021,Q4,marigaon district,846244,2372441369
india,assam,2021,Q4,chirang district,298090,751602013
india,assam,2021,Q4,cachar district,1424029,3288405319
india,assam,2021,Q4,nalbari district,437199,1015183560
india,assam,2021,Q4,west karbi anglong district,72436,155335117
india,assam,2021,Q4,dhemaji district,450526,1098025411
india,assam,2021,Q4,karimganj district,719693,2011084236
india,assam,2021,Q4,bongaigaon district,760610,1900609318
india,assam,2021,Q4,dima hasao district,188499,461001023
india,assam,2021,Q4,baksa district,575080,1530357403
india,assam,2021,Q4,charaideo district,255415,657528333
india,assam,2021,Q4,darrang district,772608,2012722511
india,assam,2021,Q4,kamrup metropolitan district,22903930,48177919267
india,assam,2021,Q4,hailakandi district,494043,1131182051
india,assam,2021,Q4,barpeta district,2145496,5341626359
india,assam,2021,Q4,goalpara district,920783,2590433257
india,assam,2021,Q4,biswanath district,368466,837297984
india,assam,2021,Q4,jorhat district,760505,1488025280
india,assam,2022,Q1,tinsukia district,1110108,2471991459
india,assam,2022,Q1,lakhimpur district,725851,1653871930
india,assam,2022,Q1,kamrup district,1708845,3838019247
india,assam,2022,Q1,kokrajhar district,703834,1794915585
india,assam,2022,Q1,karbi anglong district,576671,1480533626
india,assam,2022,Q1,sivasagar district,570136,1201010320
india,assam,2022,Q1,dibrugarh district,1830668,3721424814
india,assam,2022,Q1,south salmara mancachar district,424292,1357660615
india,assam,2022,Q1,nagaon district,2049272,5405490459
india,assam,2022,Q1,dhubri district,1247298,3380205337
india,assam,2022,Q1,golaghat district,753488,1681747448
india,assam,2022,Q1,udalguri district,547716,1168300625
india,assam,2022,Q1,majuli district,89346,172837394
india,assam,2022,Q1,sonitpur district,1805856,3651941482
india,assam,2022,Q1,hojai district,665166,1595056089
india,assam,2022,Q1,marigaon district,1027786,2790138101
india,assam,2022,Q1,chirang district,363645,951303010
india,assam,2022,Q1,cachar district,1869862,4225305321
india,assam,2022,Q1,nalbari district,571467,1369285179
india,assam,2022,Q1,west karbi anglong district,88219,186901516
india,assam,2022,Q1,dhemaji district,562489,1369239048
india,assam,2022,Q1,karimganj district,962907,2759677605
india,assam,2022,Q1,bongaigaon district,1014501,2661981437
india,assam,2022,Q1,dima hasao district,216314,509944077
india,assam,2022,Q1,baksa district,731895,1944006764
india,assam,2022,Q1,charaideo district,311136,742058516
india,assam,2022,Q1,darrang district,1205741,2732173374
india,assam,2022,Q1,kamrup metropolitan district,28908435,60093746992
india,assam,2022,Q1,hailakandi district,652625,1476770132
india,assam,2022,Q1,barpeta district,2846523,7413611760
india,assam,2022,Q1,goalpara district,1299073,3720380319
india,assam,2022,Q1,biswanath district,470228,990785769
india,assam,2022,Q1,jorhat district,978493,1768122527
india,assam,2022,Q2,tinsukia district,1393042,2864342184
india,assam,2022,Q2,lakhimpur district,949594,1949181060
india,assam,2022,Q2,kamrup district,2122755,4247651138
india,assam,2022,Q2,kokrajhar district,941658,2134593237
india,assam,2022,Q2,karbi anglong district,663418,1596022243
india,assam,2022,Q2,sivasagar district,694978,1292419445
india,assam,2022,Q2,dibrugarh district,2372318,4426557091
india,assam,2022,Q2,south salmara mancachar district,532090,1518417902
india,assam,2022,Q2,nagaon district,2624899,6401629329
india,assam,2022,Q2,dhubri district,1748061,4095843491
india,assam,2022,Q2,golaghat district,928135,1870905474
india,assam,2022,Q2,udalguri district,731430,1374405319
india,assam,2022,Q2,majuli district,105899,192613565
india,assam,2022,Q2,sonitpur district,2331103,4228702694
india,assam,2022,Q2,hojai district,832316,1885347223
india,assam,2022,Q2,marigaon district,1362294,3195268221
india,assam,2022,Q2,chirang district,483371,1142819737
india,assam,2022,Q2,cachar district,2208886,4390976386
india,assam,2022,Q2,nalbari district,711088,1547056523
india,assam,2022,Q2,west karbi anglong district,98911,208934121
india,assam,2022,Q2,dhemaji district,698448,1532877539
india,assam,2022,Q2,karimganj district,1164306,2886007289
india,assam,2022,Q2,bongaigaon district,1380703,3242058585
india,assam,2022,Q2,dima hasao district,228456,545715522
india,assam,2022,Q2,baksa district,905373,2132096440
india,assam,2022,Q2,charaideo district,382915,812357268
india,assam,2022,Q2,darrang district,1764727,3227701241
india,assam,2022,Q2,kamrup metropolitan district,37896005,70515346667
india,assam,2022,Q2,hailakandi district,787208,1571435620
india,assam,2022,Q2,barpeta district,3782074,8597920826
india,assam,2022,Q2,goalpara district,1660385,4241626695
india,assam,2022,Q2,biswanath district,604714,1221547710
india,assam,2022,Q2,jorhat district,1243165,2020664284
india,assam,2022,Q3,tinsukia district,1596815,3042250714
india,assam,2022,Q3,lakhimpur district,1107100,2067093940
india,assam,2022,Q3,kamrup district,2430234,4614592326
india,assam,2022,Q3,kokrajhar district,1067899,2284375602
india,assam,2022,Q3,karbi anglong district,859889,1828335931
india,assam,2022,Q3,sivasagar district,747403,1314001865
india,assam,2022,Q3,dibrugarh district,2307181,3933628296
india,assam,2022,Q3,south salmara mancachar district,605276,1484669445
india,assam,2022,Q3,nagaon district,2968058,6558107158
india,assam,2022,Q3,dhubri district,2223747,4556385241
india,assam,2022,Q3,golaghat district,1053657,2034519777
india,assam,2022,Q3,udalguri district,863753,1579156771
india,assam,2022,Q3,majuli district,134355,225690807
india,assam,2022,Q3,sonitpur district,3096898,5410346627
india,assam,2022,Q3,hojai district,1043820,2113483858
india,assam,2022,Q3,marigaon district,1489205,3238457317
india,assam,2022,Q3,chirang district,715691,1537298774
india,assam,2022,Q3,cachar district,2665315,5192449137
india,assam,2022,Q3,nalbari district,794013,1648877908
india,assam,2022,Q3,west karbi anglong district,109757,205472736
india,assam,2022,Q3,dhemaji district,772797,1515654182
india,assam,2022,Q3,karimganj district,1334451,3178134072
india,assam,2022,Q3,bongaigaon district,1668882,3479985149
india,assam,2022,Q3,dima hasao district,288848,678521294
india,assam,2022,Q3,baksa district,994859,2149845145
india,assam,2022,Q3,charaideo district,653536,1267458929
india,assam,2022,Q3,darrang district,1805090,3233214492
india,assam,2022,Q3,kamrup metropolitan district,39606017,69410860235
india,assam,2022,Q3,hailakandi district,1560929,2991549159
india,assam,2022,Q3,barpeta district,4561028,9149960686
india,assam,2022,Q3,goalpara district,2054687,4590076568
india,assam,2022,Q3,biswanath district,668091,1279949511
india,assam,2022,Q3,jorhat district,2264530,3694675386
india,assam,2022,Q4,tinsukia district,1847473,3636219479
india,assam,2022,Q4,lakhimpur district,1397791,2505469638
india,assam,2022,Q4,kamrup district,3473735,6488564510
india,assam,2022,Q4,kokrajhar district,1249751,2609828653
india,assam,2022,Q4,karbi anglong district,1030879,2189719279
india,assam,2022,Q4,sivasagar district,883421,1544157685
india,assam,2022,Q4,dibrugarh district,2781759,4540236249
india,assam,2022,Q4,south salmara mancachar district,763570,1935371793
india,assam,2022,Q4,nagaon district,3466436,7442294882
india,assam,2022,Q4,dhubri district,2801543,5696918774
india,assam,2022,Q4,golaghat district,1247652,2348259381
india,assam,2022,Q4,udalguri district,1048339,1929847430
india,assam,2022,Q4,majuli district,170716,264376860
india,assam,2022,Q4,sonitpur district,3570910,5955878582
india,assam,2022,Q4,hojai district,1188838,2311470243
india,assam,2022,Q4,marigaon district,1732867,3678892463
india,assam,2022,Q4,chirang district,763852,1640747076
india,assam,2022,Q4,cachar district,3169492,6146128032
india,assam,2022,Q4,nalbari district,956563,1913556549
india,assam,2022,Q4,west karbi anglong district,139542,264423911
india,assam,2022,Q4,dhemaji district,913590,1749366721
india,assam,2022,Q4,karimganj district,1635099,3857130937
india,assam,2022,Q4,bongaigaon district,2301942,4663672960
india,assam,2022,Q4,dima hasao district,323049,753858279
india,assam,2022,Q4,baksa district,1159058,2539432688
india,assam,2022,Q4,charaideo district,620063,1222334993
india,assam,2022,Q4,darrang district,1903379,3947924967
india,assam,2022,Q4,kamrup metropolitan district,48873033,84183380553
india,assam,2022,Q4,hailakandi district,1179854,2307448482
india,assam,2022,Q4,barpeta district,5914147,12025232756
india,assam,2022,Q4,goalpara district,2471469,5401152298
india,assam,2022,Q4,biswanath district,770207,1431848172
india,assam,2022,Q4,jorhat district,2231248,3528373897
india,bihar,2018,Q1,madhepura district,79822,85073945
india,bihar,2018,Q1,purnia district,132262,139947209
india,bihar,2018,Q1,nalanda district,208901,190613485
india,bihar,2018,Q1,buxar district,61490,56987162
india,bihar,2018,Q1,darbhanga district,217364,224628301
india,bihar,2018,Q1,nawada district,78480,81161592
india,bihar,2018,Q1,jamui district,48226,44565632
india,bihar,2018,Q1,sheikhpura district,20728,23630132
india,bihar,2018,Q1,siwan district,129094,169228975
india,bihar,2018,Q1,muzaffarpur district,388401,394717112
india,bihar,2018,Q1,patna district,1197281,1282492050
india,bihar,2018,Q1,jehanabad district,52401,47274894
india,bihar,2018,Q1,rohtas district,201231,181378994
india,bihar,2018,Q1,begusarai district,134911,130265729
india,bihar,2018,Q1,supaul district,85807,71313091
india,bihar,2018,Q1,sitamarhi district,145625,162281680
india,bihar,2018,Q1,saran district,149786,171839806
india,bihar,2018,Q1,arwal district,31620,27549102
india,bihar,2018,Q1,vaishali district,201678,211794626
india,bihar,2018,Q1,pashchim champaran district,215866,236190496
india,bihar,2018,Q1,gopalganj district,107134,141070590
india,bihar,2018,Q1,lakhisarai district,42937,43611675
india,bihar,2018,Q1,aurangabad district,114354,114737537
india,bihar,2018,Q1,kaimur bhabua district,64493,70110158
india,bihar,2018,Q1,araria district,81597,95184067
india,bihar,2018,Q1,munger district,64639,64455596
india,bihar,2018,Q1,katihar district,138075,129701645
india,bihar,2018,Q1,khagaria district,65892,71955894
india,bihar,2018,Q1,saharsa district,88087,82038819
india,bihar,2018,Q1,bhagalpur district,174456,172905796
india,bihar,2018,Q1,madhubani district,173946,203080851
india,bihar,2018,Q1,kishanganj district,38179,45880790
india,bihar,2018,Q1,gaya district,231873,227470166
india,bihar,2018,Q1,samastipur district,222241,213634124
india,bihar,2018,Q1,banka district,39192,32623795
india,bihar,2018,Q1,purbi champaran district,254643,264192918
india,bihar,2018,Q1,sheohar district,25700,22183882
india,bihar,2018,Q1,bhojpur district,115890,117985836
india,bihar,2018,Q2,madhepura district,128793,257666353
india,bihar,2018,Q2,purnia district,200492,341288206
india,bihar,2018,Q2,nalanda district,306468,368156034
india,bihar,2018,Q2,buxar district,95499,121370124
india,bihar,2018,Q2,darbhanga district,322140,569573309
india,bihar,2018,Q2,nawada district,117582,171877320
india,bihar,2018,Q2,jamui district,73817,105507695
india,bihar,2018,Q2,sheikhpura district,30292,43496026
india,bihar,2018,Q2,siwan district,216997,449888077
india,bihar,2018,Q2,muzaffarpur district,554675,841276317
india,bihar,2018,Q2,patna district,1650942,2328839155
india,bihar,2018,Q2,jehanabad district,76302,94030824
india,bihar,2018,Q2,rohtas district,281535,364889751
india,bihar,2018,Q2,begusarai district,200949,276462420
india,bihar,2018,Q2,supaul district,120248,207587718
india,bihar,2018,Q2,sitamarhi district,207834,327556110
india,bihar,2018,Q2,saran district,261588,474215326
india,bihar,2018,Q2,arwal district,41799,51924029
india,bihar,2018,Q2,vaishali district,316405,471071129
india,bihar,2018,Q2,pashchim champaran district,305553,542379988
india,bihar,2018,Q2,gopalganj district,176783,361155964
india,bihar,2018,Q2,lakhisarai district,63428,79811566
india,bihar,2018,Q2,aurangabad district,166360,242694823
india,bihar,2018,Q2,kaimur bhabua district,95278,133155808
india,bihar,2018,Q2,araria district,144230,340399877
india,bihar,2018,Q2,munger district,104641,135654469
india,bihar,2018,Q2,katihar district,218980,363989212
india,bihar,2018,Q2,khagaria district,107663,171833273
india,bihar,2018,Q2,saharsa district,137218,228422183
india,bihar,2018,Q2,bhagalpur district,265147,373912200
india,bihar,2018,Q2,madhubani district,286112,554829469
india,bihar,2018,Q2,kishanganj district,68492,137867030
india,bihar,2018,Q2,gaya district,324390,438042055
india,bihar,2018,Q2,samastipur district,316985,502582636
india,bihar,2018,Q2,banka district,62184,71579691
india,bihar,2018,Q2,purbi champaran district,373033,650452550
india,bihar,2018,Q2,sheohar district,31877,49770706
india,bihar,2018,Q2,bhojpur district,179667,260921666
india,bihar,2018,Q3,madhepura district,149943,336637863
india,bihar,2018,Q3,purnia district,254555,489478561
india,bihar,2018,Q3,nalanda district,896006,768203889
india,bihar,2018,Q3,buxar district,141186,188136993
india,bihar,2018,Q3,darbhanga district,413648,764466707
india,bihar,2018,Q3,nawada district,209878,289802022
india,bihar,2018,Q3,jamui district,104140,152652365
india,bihar,2018,Q3,sheikhpura district,37393,56373786
india,bihar,2018,Q3,siwan district,272311,538177446
india,bihar,2018,Q3,muzaffarpur district,959708,1265457842
india,bihar,2018,Q3,patna district,3360157,3873142430
india,bihar,2018,Q3,jehanabad district,158009,154263782
india,bihar,2018,Q3,rohtas district,701262,668806719
india,bihar,2018,Q3,begusarai district,226986,368522165
india,bihar,2018,Q3,supaul district,165526,272659476
india,bihar,2018,Q3,sitamarhi district,266426,479856960
india,bihar,2018,Q3,saran district,366520,636933865
india,bihar,2018,Q3,arwal district,78393,92938267
india,bihar,2018,Q3,vaishali district,427385,660314110
india,bihar,2018,Q3,pashchim champaran district,427544,778844052
india,bihar,2018,Q3,gopalganj district,218210,422499144
india,bihar,2018,Q3,lakhisarai district,129690,136115937
india,bihar,2018,Q3,aurangabad district,269704,354055669
india,bihar,2018,Q3,kaimur bhabua district,128090,180251318
india,bihar,2018,Q3,araria district,167608,428450949
india,bihar,2018,Q3,munger district,136515,186691409
india,bihar,2018,Q3,katihar district,252857,513132287
india,bihar,2018,Q3,khagaria district,145602,245267621
india,bihar,2018,Q3,saharsa district,185665,334445151
india,bihar,2018,Q3,bhagalpur district,422204,579615297
india,bihar,2018,Q3,madhubani district,353968,681883536
india,bihar,2018,Q3,kishanganj district,94729,232008456
india,bihar,2018,Q3,gaya district,919453,893929004
india,bihar,2018,Q3,samastipur district,400049,660092785
india,bihar,2018,Q3,banka district,86362,101993248
india,bihar,2018,Q3,purbi champaran district,544285,921447417
india,bihar,2018,Q3,sheohar district,43723,79579549
india,bihar,2018,Q3,bhojpur district,252114,348676280
india,bihar,2018,Q4,madhepura district,206209,482649436
india,bihar,2018,Q4,purnia district,323276,731281592
india,bihar,2018,Q4,nalanda district,666931,846144772
india,bihar,2018,Q4,buxar district,166308,281722827
india,bihar,2018,Q4,darbhanga district,515957,1142706537
india,bihar,2018,Q4,nawada district,225093,417621899
india,bihar,2018,Q4,jamui district,156998,267317791
india,bihar,2018,Q4,sheikhpura district,52160,94354176
india,bihar,2018,Q4,siwan district,366863,813062416
india,bihar,2018,Q4,muzaffarpur district,886640,1682571935
india,bihar,2018,Q4,patna district,3256138,4907266831
india,bihar,2018,Q4,jehanabad district,176508,216771088
india,bihar,2018,Q4,rohtas district,534230,818426211
india,bihar,2018,Q4,begusarai district,326254,570039331
india,bihar,2018,Q4,supaul district,207479,393510177
india,bihar,2018,Q4,sitamarhi district,338316,664456738
india,bihar,2018,Q4,saran district,495166,976827835
india,bihar,2018,Q4,arwal district,94144,128451766
india,bihar,2018,Q4,vaishali district,522642,964760831
india,bihar,2018,Q4,pashchim champaran district,582470,1215256332
india,bihar,2018,Q4,gopalganj district,288486,665355068
india,bihar,2018,Q4,lakhisarai district,115486,181734953
india,bihar,2018,Q4,aurangabad district,345707,535217438
india,bihar,2018,Q4,kaimur bhabua district,175587,291814682
india,bihar,2018,Q4,araria district,224141,643458080
india,bihar,2018,Q4,munger district,173044,283385408
india,bihar,2018,Q4,katihar district,364308,755567034
india,bihar,2018,Q4,khagaria district,175089,336919554
india,bihar,2018,Q4,saharsa district,226972,503942086
india,bihar,2018,Q4,bhagalpur district,460720,770462001
india,bihar,2018,Q4,madhubani district,480479,1055071917
india,bihar,2018,Q4,kishanganj district,130169,375883248
india,bihar,2018,Q4,gaya district,724866,1079658570
india,bihar,2018,Q4,samastipur district,529944,1020002681
india,bihar,2018,Q4,banka district,120661,153837814
india,bihar,2018,Q4,purbi champaran district,732175,1458571863
india,bihar,2018,Q4,sheohar district,57310,111505767
india,bihar,2018,Q4,bhojpur district,307475,560408464
india,bihar,2019,Q1,madhepura district,264883,576254457
india,bihar,2019,Q1,purnia district,432736,880288859
india,bihar,2019,Q1,nalanda district,946010,1077003028
india,bihar,2019,Q1,buxar district,269395,400579206
india,bihar,2019,Q1,darbhanga district,763583,1448771357
india,bihar,2019,Q1,nawada district,358636,558537691
india,bihar,2019,Q1,jamui district,254802,390616872
india,bihar,2019,Q1,sheikhpura district,84957,128265941
india,bihar,2019,Q1,siwan district,551354,1022001680
india,bihar,2019,Q1,muzaffarpur district,1262299,2061506662
india,bihar,2019,Q1,patna district,7894598,11217940482
india,bihar,2019,Q1,jehanabad district,281786,306816678
india,bihar,2019,Q1,rohtas district,879724,1104230103
india,bihar,2019,Q1,begusarai district,456148,695166454
india,bihar,2019,Q1,supaul district,291495,551617489
india,bihar,2019,Q1,sitamarhi district,511026,830161563
india,bihar,2019,Q1,saran district,688941,1194323043
india,bihar,2019,Q1,arwal district,166197,181951883
india,bihar,2019,Q1,vaishali district,749004,1174950625
india,bihar,2019,Q1,pashchim champaran district,938338,1627339576
india,bihar,2019,Q1,gopalganj district,436537,840103896
india,bihar,2019,Q1,lakhisarai district,172050,249104102
india,bihar,2019,Q1,aurangabad district,568106,821609333
india,bihar,2019,Q1,kaimur bhabua district,286810,419488028
india,bihar,2019,Q1,araria district,303436,771182123
india,bihar,2019,Q1,munger district,244480,359390718
india,bihar,2019,Q1,katihar district,545240,978868951
india,bihar,2019,Q1,khagaria district,227052,388654881
india,bihar,2019,Q1,saharsa district,325350,701328047
india,bihar,2019,Q1,bhagalpur district,669334,944495875
india,bihar,2019,Q1,madhubani district,725008,1443743324
india,bihar,2019,Q1,kishanganj district,172840,475097517
india,bihar,2019,Q1,gaya district,1025084,1460009336
india,bihar,2019,Q1,samastipur district,792952,1239854737
india,bihar,2019,Q1,banka district,183133,217589903
india,bihar,2019,Q1,purbi champaran district,1069790,1856147556
india,bihar,2019,Q1,sheohar district,93729,142778197
india,bihar,2019,Q1,bhojpur district,469391,765057325
india,bihar,2019,Q2,madhepura district,249723,707798711
india,bihar,2019,Q2,purnia district,430976,1078967975
india,bihar,2019,Q2,nalanda district,710450,1254625995
india,bihar,2019,Q2,buxar district,231824,475000124
india,bihar,2019,Q2,darbhanga district,727675,1822608072
india,bihar,2019,Q2,nawada district,348121,761867645
india,bihar,2019,Q2,jamui district,273377,595497429
india,bihar,2019,Q2,sheikhpura district,75522,150977914
india,bihar,2019,Q2,siwan district,533899,1255140385
india,bihar,2019,Q2,muzaffarpur district,1260648,2730311714
india,bihar,2019,Q2,patna district,13421445,26125484618
india,bihar,2019,Q2,jehanabad district,209202,370093501
india,bihar,2019,Q2,rohtas district,659316,1290203427
india,bihar,2019,Q2,begusarai district,420369,861135419
india,bihar,2019,Q2,supaul district,261835,621350641
india,bihar,2019,Q2,sitamarhi district,464001,1054440854
india,bihar,2019,Q2,saran district,660816,1511533675
india,bihar,2019,Q2,arwal district,127961,228089174
india,bihar,2019,Q2,vaishali district,706255,1503710719
india,bihar,2019,Q2,pashchim champaran district,754956,1807646307
india,bihar,2019,Q2,gopalganj district,419736,1042999794
india,bihar,2019,Q2,lakhisarai district,140776,288144511
india,bihar,2019,Q2,aurangabad district,466316,1028918812
india,bihar,2019,Q2,kaimur bhabua district,233890,502827065
india,bihar,2019,Q2,araria district,275976,848688675
india,bihar,2019,Q2,munger district,225552,434455542
india,bihar,2019,Q2,katihar district,500894,1262216431
india,bihar,2019,Q2,khagaria district,211775,474324786
india,bihar,2019,Q2,saharsa district,309217,777991635
india,bihar,2019,Q2,bhagalpur district,615040,1150904188
india,bihar,2019,Q2,madhubani district,689839,1830248520
india,bihar,2019,Q2,kishanganj district,172899,551086091
india,bihar,2019,Q2,gaya district,919937,1718017778
india,bihar,2019,Q2,samastipur district,659872,1446039768
india,bihar,2019,Q2,banka district,149782,265207653
india,bihar,2019,Q2,purbi champaran district,937122,2207821269
india,bihar,2019,Q2,sheohar district,77989,173885487
india,bihar,2019,Q2,bhojpur district,425496,922175961
india,bihar,2019,Q3,madhepura district,285255,739372428
india,bihar,2019,Q3,purnia district,538629,1275466657
india,bihar,2019,Q3,nalanda district,734808,1272371591
india,bihar,2019,Q3,buxar district,233814,437029984
india,bihar,2019,Q3,darbhanga district,802970,1893397261
india,bihar,2019,Q3,nawada district,372689,810703742
india,bihar,2019,Q3,jamui district,293099,629177159
india,bihar,2019,Q3,sheikhpura district,74944,150326592
india,bihar,2019,Q3,siwan district,609065,1237987048
india,bihar,2019,Q3,muzaffarpur district,1526447,2988596103
india,bihar,2019,Q3,patna district,13404838,29128507191
india,bihar,2019,Q3,jehanabad district,215894,348008740
india,bihar,2019,Q3,rohtas district,637472,1189129969
india,bihar,2019,Q3,begusarai district,486249,950089935
india,bihar,2019,Q3,supaul district,303444,702060184
india,bihar,2019,Q3,sitamarhi district,515053,1195168691
india,bihar,2019,Q3,saran district,768342,1481370486
india,bihar,2019,Q3,arwal district,129870,205282509
india,bihar,2019,Q3,vaishali district,835929,1574270004
india,bihar,2019,Q3,pashchim champaran district,794590,1810006586
india,bihar,2019,Q3,gopalganj district,492551,1040012340
india,bihar,2019,Q3,lakhisarai district,166181,301418673
india,bihar,2019,Q3,aurangabad district,489823,976700580
india,bihar,2019,Q3,kaimur bhabua district,223817,430488298
india,bihar,2019,Q3,araria district,337253,991970413
india,bihar,2019,Q3,munger district,284046,462815661
india,bihar,2019,Q3,katihar district,605697,1365069712
india,bihar,2019,Q3,khagaria district,267467,508683169
india,bihar,2019,Q3,saharsa district,364988,859959130
india,bihar,2019,Q3,bhagalpur district,666207,1192702908
india,bihar,2019,Q3,madhubani district,732727,1815165089
india,bihar,2019,Q3,kishanganj district,212575,605260943
india,bihar,2019,Q3,gaya district,1275920,1904955491
india,bihar,2019,Q3,samastipur district,725863,1503897789
india,bihar,2019,Q3,banka district,168148,282598675
india,bihar,2019,Q3,purbi champaran district,1028626,2348550130
india,bihar,2019,Q3,sheohar district,83755,185572590
india,bihar,2019,Q3,bhojpur district,450855,898638782
india,bihar,2019,Q4,madhepura district,395526,1113340860
india,bihar,2019,Q4,purnia district,735598,1873193948
india,bihar,2019,Q4,nalanda district,1426896,1803708280
india,bihar,2019,Q4,buxar district,361937,672103503
india,bihar,2019,Q4,darbhanga district,1059279,2585981569
india,bihar,2019,Q4,nawada district,547595,1167043567
india,bihar,2019,Q4,jamui district,407483,905118756
india,bihar,2019,Q4,sheikhpura district,124377,225016146
india,bihar,2019,Q4,siwan district,865806,1926229486
india,bihar,2019,Q4,muzaffarpur district,1900732,4136536726
india,bihar,2019,Q4,patna district,17235243,37707384360
india,bihar,2019,Q4,jehanabad district,343084,501279185
india,bihar,2019,Q4,rohtas district,1129246,1764430308
india,bihar,2019,Q4,begusarai district,687513,1400383169
india,bihar,2019,Q4,supaul district,418643,1026480093
