country,state,year,quarter,states,registered_users,apps_opened
india,bihar,2022,Q3,patna district,2716533,14287382
india,bihar,2022,Q3,jehanabad district,203185,4506553
india,bihar,2022,Q3,rohtas district,603031,11903038
india,bihar,2022,Q3,begusarai district,552515,6457145
india,bihar,2022,Q3,supaul district,351009,10366077
india,bihar,2022,Q3,sitamarhi district,518667,5382757
india,bihar,2022,Q3,saran district,756293,6774716
india,bihar,2022,Q3,arwal district,114283,1140276
india,bihar,2022,Q3,vaishali district,688248,5105824
india,bihar,2022,Q3,pashchim champaran district,777977,17123986
india,bihar,2022,Q3,gopalganj district,518406,4689571
india,bihar,2022,Q3,lakhisarai district,175377,3236651
india,bihar,2022,Q3,aurangabad district,454222,13130908
india,bihar,2022,Q3,kaimur bhabua district,249931,8936663
india,bihar,2022,Q3,araria district,414664,15218229
india,bihar,2022,Q3,munger district,279807,2859668
india,bihar,2022,Q3,katihar district,491899,13879403
india,bihar,2022,Q3,khagaria district,268959,6906706
india,bihar,2022,Q3,saharsa district,337915,8150025
india,bihar,2022,Q3,bhagalpur district,682584,7649764
india,bihar,2022,Q3,madhubani district,753153,10261898
india,bihar,2022,Q3,kishanganj district,242898,10058569
india,bihar,2022,Q3,gaya district,859903,21340459
india,bihar,2022,Q3,samastipur district,754322,8237748
india,bihar,2022,Q3,banka district,258927,16625291
india,bihar,2022,Q3,purbi champaran district,1025772,11862222
india,bihar,2022,Q3,sheohar district,88685,1331255
india,bihar,2022,Q3,bhojpur district,504480,4988174
india,bihar,2022,Q4,madhepura district,329562,13499708
india,bihar,2022,Q4,purnia district,593232,26454795
india,bihar,2022,Q4,nalanda district,662033,16909884
india,bihar,2022,Q4,buxar district,309618,9814488
india,bihar,2022,Q4,darbhanga district,787306,31930577
india,bihar,2022,Q4,nawada district,386468,12902353
india,bihar,2022,Q4,jamui district,295526,14333122
india,bihar,2022,Q4,sheikhpura district,112165,3234164
india,bihar,2022,Q4,siwan district,696350,32066312
india,bihar,2022,Q4,muzaffarpur district,1132096,47917955
india,bihar,2022,Q4,patna district,2854738,76878071
india,bihar,2022,Q4,jehanabad district,213299,6789308
india,bihar,2022,Q4,rohtas district,633339,21868732
india,bihar,2022,Q4,begusarai district,580490,20776494
india,bihar,2022,Q4,supaul district,368012,16629451
india,bihar,2022,Q4,sitamarhi district,545122,21609733
india,bihar,2022,Q4,saran district,795553,34582489
india,bihar,2022,Q4,arwal district,120018,3801300
india,bihar,2022,Q4,vaishali district,723338,30088669
india,bihar,2022,Q4,pashchim champaran district,817644,36683844
india,bihar,2022,Q4,gopalganj district,544789,24049716
india,bihar,2022,Q4,lakhisarai district,184080,6181684
india,bihar,2022,Q4,aurangabad district,476502,19689871
india,bihar,2022,Q4,kaimur bhabua district,261997,10021920
india,bihar,2022,Q4,araria district,434826,20875243
india,bihar,2022,Q4,munger district,293955,8729881
india,bihar,2022,Q4,katihar district,516972,26243092
india,bihar,2022,Q4,khagaria district,282678,10119449
india,bihar,2022,Q4,saharsa district,354933,14792840
india,bihar,2022,Q4,bhagalpur district,717627,22401259
india,bihar,2022,Q4,madhubani district,790218,32995768
india,bihar,2022,Q4,kishanganj district,254250,13281628
india,bihar,2022,Q4,gaya district,902593,33234272
india,bihar,2022,Q4,samastipur district,793296,32459845
india,bihar,2022,Q4,banka district,270790,10606068
india,bihar,2022,Q4,purbi champaran district,1079466,50161341
india,bihar,2022,Q4,sheohar district,93194,4924740
india,bihar,2022,Q4,bhojpur district,530042,15287136
india,chandigarh,2018,Q1,chandigarh district,86268,0
india,chandigarh,2018,Q2,chandigarh district,115219,0
india,chandigarh,2018,Q3,chandigarh district,143893,0
india,chandigarh,2018,Q4,chandigarh district,177747,0
india,chandigarh,2019,Q1,chandigarh district,209175,0
india,chandigarh,2019,Q2,chandigarh district,240439,1220176
india,chandigarh,2019,Q3,chandigarh district,267337,4625196
india,chandigarh,2019,Q4,chandigarh district,289590,4960441
india,chandigarh,2020,Q1,chandigarh district,312887,5201211
india,chandigarh,2020,Q2,chandigarh district,336351,3451250
india,chandigarh,2020,Q3,chandigarh district,362588,4888739
india,chandigarh,2020,Q4,chandigarh district,391402,6477974
india,chandigarh,2021,Q1,chandigarh district,419998,7919533
india,chandigarh,2021,Q2,chandigarh district,448572,4733924
india,chandigarh,2021,Q3,chandigarh district,480463,6378807
india,chandigarh,2021,Q4,chandigarh district,512092,11603954
india,chandigarh,2022,Q1,chandigarh district,541549,2321685
india,chandigarh,2022,Q2,chandigarh district,569582,2285979
india,chandigarh,2022,Q3,chandigarh district,598698,2173356
india,chandigarh,2022,Q4,chandigarh district,627563,15308862
india,chhattisgarh,2018,Q1,dhamtari district,15571,0
india,chhattisgarh,2018,Q1,korba district,39075,0
india,chhattisgarh,2018,Q1,surajpur district,12279,0
india,chhattisgarh,2018,Q1,baloda bazar district,21747,0
india,chhattisgarh,2018,Q1,sukma district,3205,0
india,chhattisgarh,2018,Q1,raigarh district,51628,0
india,chhattisgarh,2018,Q1,janjgir champa district,42297,0
india,chhattisgarh,2018,Q1,jashpur district,12420,0
india,chhattisgarh,2018,Q1,balod district,13500,0
india,chhattisgarh,2018,Q1,kabirdham district,10892,0
india,chhattisgarh,2018,Q1,surguja district,22001,0
india,chhattisgarh,2018,Q1,dantewada district,4894,0
india,chhattisgarh,2018,Q1,gariyaband district,8679,0
india,chhattisgarh,2018,Q1,durg district,91516,0
india,chhattisgarh,2018,Q1,rajnandgaon district,26295,0
india,chhattisgarh,2018,Q1,raipur district,135308,0
india,chhattisgarh,2018,Q1,narayanpur district,1768,0
india,chhattisgarh,2018,Q1,kanker district,10256,0
india,chhattisgarh,2018,Q1,korea district,15517,0
india,chhattisgarh,2018,Q1,mungeli district,7387,0
india,chhattisgarh,2018,Q1,bilaspur district,68704,0
india,chhattisgarh,2018,Q1,balrampur district,9313,0
india,chhattisgarh,2018,Q1,bijapur district,3606,0
india,chhattisgarh,2018,Q1,bemetara district,12283,0
india,chhattisgarh,2018,Q1,bastar district,13889,0
india,chhattisgarh,2018,Q1,kondagaon district,5625,0
india,chhattisgarh,2018,Q1,mahasamund district,19608,0
india,chhattisgarh,2018,Q2,dhamtari district,22286,0
india,chhattisgarh,2018,Q2,korba district,54105,0
india,chhattisgarh,2018,Q2,surajpur district,17141,0
india,chhattisgarh,2018,Q2,baloda bazar district,32314,0
india,chhattisgarh,2018,Q2,sukma district,4793,0
india,chhattisgarh,2018,Q2,raigarh district,70970,0
india,chhattisgarh,2018,Q2,janjgir champa district,60185,0
india,chhattisgarh,2018,Q2,jashpur district,17053,0
india,chhattisgarh,2018,Q2,balod district,19941,0
india,chhattisgarh,2018,Q2,kabirdham district,16461,0
india,chhattisgarh,2018,Q2,surguja district,30374,0
india,chhattisgarh,2018,Q2,dantewada district,7287,0
india,chhattisgarh,2018,Q2,gariyaband district,12542,0
india,chhattisgarh,2018,Q2,durg district,124515,0
india,chhattisgarh,2018,Q2,rajnandgaon district,38120,0
india,chhattisgarh,2018,Q2,raipur district,185747,0
india,chhattisgarh,2018,Q2,narayanpur district,2522,0
india,chhattisgarh,2018,Q2,kanker district,15229,0
india,chhattisgarh,2018,Q2,korea district,20966,0
india,chhattisgarh,2018,Q2,mungeli district,11084,0
india,chhattisgarh,2018,Q2,bilaspur district,94888,0
india,chhattisgarh,2018,Q2,balrampur district,12903,0
india,chhattisgarh,2018,Q2,bijapur district,5454,0
india,chhattisgarh,2018,Q2,bemetara district,17548,0
india,chhattisgarh,2018,Q2,bastar district,19718,0
india,chhattisgarh,2018,Q2,kondagaon district,8321,0
india,chhattisgarh,2018,Q2,mahasamund district,28208,0
india,chhattisgarh,2018,Q3,dhamtari district,29271,0
india,chhattisgarh,2018,Q3,korba district,68746,0
india,chhattisgarh,2018,Q3,surajpur district,23142,0
india,chhattisgarh,2018,Q3,baloda bazar district,43335,0
india,chhattisgarh,2018,Q3,sukma district,6694,0
india,chhattisgarh,2018,Q3,raigarh district,89911,0
india,chhattisgarh,2018,Q3,janjgir champa district,77834,0
india,chhattisgarh,2018,Q3,jashpur district,22329,0
india,chhattisgarh,2018,Q3,balod district,26663,0
india,chhattisgarh,2018,Q3,kabirdham district,21958,0
india,chhattisgarh,2018,Q3,surguja district,40025,0
india,chhattisgarh,2018,Q3,dantewada district,10338,0
india,chhattisgarh,2018,Q3,gariyaband district,16672,0
india,chhattisgarh,2018,Q3,durg district,150753,0
india,chhattisgarh,2018,Q3,rajnandgaon district,50271,0
india,chhattisgarh,2018,Q3,raipur district,231146,0
india,chhattisgarh,2018,Q3,narayanpur district,3509,0
india,chhattisgarh,2018,Q3,kanker district,21379,0
india,chhattisgarh,2018,Q3,korea district,27036,0
india,chhattisgarh,2018,Q3,mungeli district,15251,0
india,chhattisgarh,2018,Q3,bilaspur district,119415,0
india,chhattisgarh,2018,Q3,balrampur district,17026,0
india,chhattisgarh,2018,Q3,bijapur district,7785,0
india,chhattisgarh,2018,Q3,bemetara district,23151,0
india,chhattisgarh,2018,Q3,bastar district,25975,0
india,chhattisgarh,2018,Q3,kondagaon district,11549,0
india,chhattisgarh,2018,Q3,mahasamund district,36628,0
india,chhattisgarh,2018,Q4,dhamtari district,37491,0
india,chhattisgarh,2018,Q4,korba district,88680,0
india,chhattisgarh,2018,Q4,surajpur district,32284,0
india,chhattisgarh,2018,Q4,baloda bazar district,60270,0
india,chhattisgarh,2018,Q4,sukma district,9189,0
india,chhattisgarh,2018,Q4,raigarh district,116785,0
india,chhattisgarh,2018,Q4,janjgir champa district,107156,0
india,chhattisgarh,2018,Q4,jashpur district,29087,0
india,chhattisgarh,2018,Q4,balod district,35319,0
india,chhattisgarh,2018,Q4,kabirdham district,30021,0
india,chhattisgarh,2018,Q4,surguja district,51776,0
india,chhattisgarh,2018,Q4,dantewada district,14264,0
india,chhattisgarh,2018,Q4,gariyaband district,21861,0
india,chhattisgarh,2018,Q4,durg district,185746,0
india,chhattisgarh,2018,Q4,rajnandgaon district,64828,0
india,chhattisgarh,2018,Q4,raipur district,289198,0
india,chhattisgarh,2018,Q4,narayanpur district,4918,0
india,chhattisgarh,2018,Q4,kanker district,29452,0
india,chhattisgarh,2018,Q4,korea district,35408,0
india,chhattisgarh,2018,Q4,mungeli district,21506,0
india,chhattisgarh,2018,Q4,bilaspur district,153972,0
india,chhattisgarh,2018,Q4,balrampur district,22409,0
india,chhattisgarh,2018,Q4,bijapur district,10547,0
india,chhattisgarh,2018,Q4,bemetara district,30148,0
india,chhattisgarh,2018,Q4,bastar district,34157,0
india,chhattisgarh,2018,Q4,kondagaon district,15900,0
india,chhattisgarh,2018,Q4,mahasamund district,47626,0
india,chhattisgarh,2019,Q1,dhamtari district,44369,0
india,chhattisgarh,2019,Q1,korba district,105570,0
india,chhattisgarh,2019,Q1,surajpur district,39128,0
india,chhattisgarh,2019,Q1,baloda bazar district,73454,0
india,chhattisgarh,2019,Q1,sukma district,11464,0
india,chhattisgarh,2019,Q1,raigarh district,139059,0
india,chhattisgarh,2019,Q1,janjgir champa district,130114,0
india,chhattisgarh,2019,Q1,jashpur district,35598,0
india,chhattisgarh,2019,Q1,balod district,42804,0
india,chhattisgarh,2019,Q1,kabirdham district,36729,0
india,chhattisgarh,2019,Q1,surguja district,62300,0
india,chhattisgarh,2019,Q1,dantewada district,17514,0
india,chhattisgarh,2019,Q1,gariyaband district,25995,0
india,chhattisgarh,2019,Q1,durg district,224058,0
india,chhattisgarh,2019,Q1,rajnandgaon district,78320,0
india,chhattisgarh,2019,Q1,raipur district,351495,0
india,chhattisgarh,2019,Q1,narayanpur district,6161,0
india,chhattisgarh,2019,Q1,kanker district,36502,0
india,chhattisgarh,2019,Q1,korea district,41970,0
india,chhattisgarh,2019,Q1,mungeli district,26640,0
india,chhattisgarh,2019,Q1,bilaspur district,184636,0
india,chhattisgarh,2019,Q1,balrampur district,27410,0
india,chhattisgarh,2019,Q1,bijapur district,12986,0
india,chhattisgarh,2019,Q1,bemetara district,36315,0
india,chhattisgarh,2019,Q1,bastar district,41559,0
india,chhattisgarh,2019,Q1,kondagaon district,19795,0
india,chhattisgarh,2019,Q1,mahasamund district,56953,0
india,chhattisgarh,2019,Q2,dhamtari district,51082,244565
india,chhattisgarh,2019,Q2,korba district,119540,662066
india,chhattisgarh,2019,Q2,surajpur district,44750,235751
india,chhattisgarh,2019,Q2,baloda bazar district,84458,425931
india,chhattisgarh,2019,Q2,sukma district,13471,98219
india,chhattisgarh,2019,Q2,raigarh district,156178,865029
india,chhattisgarh,2019,Q2,janjgir champa district,147327,1438732
india,chhattisgarh,2019,Q2,jashpur district,41149,228722
india,chhattisgarh,2019,Q2,balod district,49629,240564
india,chhattisgarh,2019,Q2,kabirdham district,43027,215125
india,chhattisgarh,2019,Q2,surguja district,71076,405600
india,chhattisgarh,2019,Q2,dantewada district,20567,125417
india,chhattisgarh,2019,Q2,gariyaband district,29595,162851
india,chhattisgarh,2019,Q2,durg district,257557,1648362
india,chhattisgarh,2019,Q2,rajnandgaon district,91198,489047
india,chhattisgarh,2019,Q2,raipur district,405792,2581481
india,chhattisgarh,2019,Q2,narayanpur district,7310,49504
india,chhattisgarh,2019,Q2,kanker district,42656,254042
india,chhattisgarh,2019,Q2,korea district,47709,253724
india,chhattisgarh,2019,Q2,mungeli district,31068,152275
india,chhattisgarh,2019,Q2,bilaspur district,209039,1112112
india,chhattisgarh,2019,Q2,balrampur district,32072,214601
india,chhattisgarh,2019,Q2,bijapur district,15866,129715
india,chhattisgarh,2019,Q2,bemetara district,41571,196879
india,chhattisgarh,2019,Q2,bastar district,48796,306391
india,chhattisgarh,2019,Q2,kondagaon district,23091,131604
india,chhattisgarh,2019,Q2,mahasamund district,65492,338064
india,chhattisgarh,2019,Q3,dhamtari district,56490,810027
india,chhattisgarh,2019,Q3,korba district,131850,2213038
india,chhattisgarh,2019,Q3,surajpur district,49502,764794
india,chhattisgarh,2019,Q3,baloda bazar district,93416,1376499
india,chhattisgarh,2019,Q3,sukma district,15279,358888
india,chhattisgarh,2019,Q3,raigarh district,170447,2931974
india,chhattisgarh,2019,Q3,janjgir champa district,161232,4799392
india,chhattisgarh,2019,Q3,jashpur district,45820,746166
india,chhattisgarh,2019,Q3,balod district,54969,765025
india,chhattisgarh,2019,Q3,kabirdham district,47753,690082
india,chhattisgarh,2019,Q3,surguja district,79170,1391594
india,chhattisgarh,2019,Q3,dantewada district,23099,484093
india,chhattisgarh,2019,Q3,gariyaband district,32332,539156
india,chhattisgarh,2019,Q3,durg district,289803,6359888
india,chhattisgarh,2019,Q3,rajnandgaon district,101617,1607087
india,chhattisgarh,2019,Q3,raipur district,455785,9790726
india,chhattisgarh,2019,Q3,narayanpur district,8433,184839
india,chhattisgarh,2019,Q3,kanker district,48053,894748
india,chhattisgarh,2019,Q3,korea district,52380,850973
india,chhattisgarh,2019,Q3,mungeli district,34553,460088
india,chhattisgarh,2019,Q3,bilaspur district,230364,3912885
india,chhattisgarh,2019,Q3,balrampur district,35659,702832
india,chhattisgarh,2019,Q3,bijapur district,18114,447468
india,chhattisgarh,2019,Q3,bemetara district,45724,628499
india,chhattisgarh,2019,Q3,bastar district,55159,1064689
india,chhattisgarh,2019,Q3,kondagaon district,26016,469456
india,chhattisgarh,2019,Q3,mahasamund district,72039,1117435
india,chhattisgarh,2019,Q4,dhamtari district,62892,1008239
india,chhattisgarh,2019,Q4,korba district,147812,2916267
india,chhattisgarh,2019,Q4,surajpur district,56178,1035362
india,chhattisgarh,2019,Q4,baloda bazar district,104742,1738972
india,chhattisgarh,2019,Q4,sukma district,17353,417726
india,chhattisgarh,2019,Q4,raigarh district,189764,3695931
india,chhattisgarh,2019,Q4,janjgir champa district,180195,5052142
india,chhattisgarh,2019,Q4,jashpur district,52404,952488
india,chhattisgarh,2019,Q4,balod district,61992,973572
india,chhattisgarh,2019,Q4,kabirdham district,53883,867524
india,chhattisgarh,2019,Q4,surguja district,89297,1819241
india,chhattisgarh,2019,Q4,dantewada district,26072,563817
india,chhattisgarh,2019,Q4,gariyaband district,35867,668602
india,chhattisgarh,2019,Q4,durg district,321390,7774097
india,chhattisgarh,2019,Q4,rajnandgaon district,113965,2012284
india,chhattisgarh,2019,Q4,raipur district,506122,12048734
