country,state,year,quarter,transaction_type,transaction_count,total_amount
India,puducherry,2021,Q3,Financial Services,4733,5523949
India,puducherry,2021,Q3,Others,12410,6808255
India,puducherry,2021,Q4,Merchant payments,3052713,1864951565
India,puducherry,2021,Q4,Peer-to-peer payments,2530821,8113722339
India,puducherry,2021,Q4,Recharge & bill payments,762641,428453211
India,puducherry,2021,Q4,Financial Services,5995,7655925
India,puducherry,2021,Q4,Others,16640,8868759
India,puducherry,2022,Q1,Merchant payments,3723135,2199614586
India,puducherry,2022,Q1,Peer-to-peer payments,2901199,9407577501
India,puducherry,2022,Q1,Recharge & bill payments,715338,460522863
India,puducherry,2022,Q1,Financial Services,6203,8184455
India,puducherry,2022,Q1,Others,13301,7575497
India,puducherry,2022,Q2,Merchant payments,4613049,2693234774
India,puducherry,2022,Q2,Peer-to-peer payments,3242208,10537267921
India,puducherry,2022,Q2,Recharge & bill payments,773154,535604974
India,puducherry,2022,Q2,Financial Services,4914,6556452
India,puducherry,2022,Q2,Others,10362,6081132
India,puducherry,2022,Q3,Merchant payments,3992974,2322908508
India,puducherry,2022,Q3,Peer-to-peer payments,2474932,8058325855
India,puducherry,2022,Q3,Recharge & bill payments,564285,463054690
India,puducherry,2022,Q3,Financial Services,4621,5514275
India,puducherry,2022,Q3,Others,5915,4514380
India,puducherry,2022,Q4,Merchant payments,4464977,2534351530
India,puducherry,2022,Q4,Peer-to-peer payments,2547018,8141612224
India,puducherry,2022,Q4,Recharge & bill payments,531963,453692483
India,puducherry,2022,Q4,Financial Services,6073,7875178
India,puducherry,2022,Q4,Others,6096,4673460
India,punjab,2018,Q1,Recharge & bill payments,946338,196018621
India,punjab,2018,Q1,Peer-to-peer payments,690684,2412434633
India,punjab,2018,Q1,Merchant payments,87477,83873893
India,punjab,2018,Q1,Financial Services,60688,11162488
India,punjab,2018,Q1,Others,85246,77268587
India,punjab,2018,Q2,Recharge & bill payments,1262450,395417027
India,punjab,2018,Q2,Peer-to-peer payments,1017159,4036457553
India,punjab,2018,Q2,Merchant payments,147667,159406610
India,punjab,2018,Q2,Financial Services,82256,17719391
India,punjab,2018,Q2,Others,71631,75671628
India,punjab,2018,Q3,Peer-to-peer payments,1684209,6173898400
India,punjab,2018,Q3,Recharge & bill payments,1381730,622737633
India,punjab,2018,Q3,Merchant payments,274458,194883994
India,punjab,2018,Q3,Financial Services,54285,9429174
India,punjab,2018,Q3,Others,67426,64737840
India,punjab,2018,Q4,Peer-to-peer payments,2269375,9404088424
India,punjab,2018,Q4,Recharge & bill payments,1817964,825449591
India,punjab,2018,Q4,Merchant payments,648096,455091549
India,punjab,2018,Q4,Financial Services,62453,11832962
India,punjab,2018,Q4,Others,89249,85520045
India,punjab,2019,Q1,Peer-to-peer payments,4026294,12027441595
India,punjab,2019,Q1,Recharge & bill payments,2304690,986004867
India,punjab,2019,Q1,Merchant payments,711152,478382600
India,punjab,2019,Q1,Financial Services,45621,6871295
India,punjab,2019,Q1,Others,84380,75789641
India,punjab,2019,Q2,Peer-to-peer payments,4140474,16258891447
India,punjab,2019,Q2,Recharge & bill payments,2815047,1440058991
India,punjab,2019,Q2,Merchant payments,1407963,815090878
India,punjab,2019,Q2,Financial Services,37435,6876144
India,punjab,2019,Q2,Others,108911,93875933
India,punjab,2019,Q3,Peer-to-peer payments,4726946,19146726286
India,punjab,2019,Q3,Recharge & bill payments,3455594,2481094964
India,punjab,2019,Q3,Merchant payments,2374014,1183743251
India,punjab,2019,Q3,Financial Services,32359,7912219
India,punjab,2019,Q3,Others,117899,86338883
India,punjab,2019,Q4,Peer-to-peer payments,6386367,25564144629
India,punjab,2019,Q4,Recharge & bill payments,4068332,2622222199
India,punjab,2019,Q4,Merchant payments,3122413,1741259163
India,punjab,2019,Q4,Financial Services,22956,6382345
India,punjab,2019,Q4,Others,98557,55793908
India,punjab,2020,Q1,Peer-to-peer payments,6339183,26350005915
India,punjab,2020,Q1,Recharge & bill payments,4935115,2767419472
India,punjab,2020,Q1,Merchant payments,3838480,2196329615
India,punjab,2020,Q1,Financial Services,17924,10987850
India,punjab,2020,Q1,Others,87082,49442411
India,punjab,2020,Q2,Recharge & bill payments,6064807,3089758241
India,punjab,2020,Q2,Peer-to-peer payments,5639212,25074384847
India,punjab,2020,Q2,Merchant payments,2290868,2058898904
India,punjab,2020,Q2,Financial Services,23314,23704957
India,punjab,2020,Q2,Others,63093,37907301
India,punjab,2020,Q3,Peer-to-peer payments,7354451,32477438924
India,punjab,2020,Q3,Recharge & bill payments,5478668,4066750820
India,punjab,2020,Q3,Merchant payments,4261548,3490665357
India,punjab,2020,Q3,Financial Services,32390,42060249
India,punjab,2020,Q3,Others,82516,46176796
India,punjab,2020,Q4,Peer-to-peer payments,9609405,43286909256
India,punjab,2020,Q4,Merchant payments,7144295,6142380827
India,punjab,2020,Q4,Recharge & bill payments,6072201,4201551869
India,punjab,2020,Q4,Financial Services,38820,51677182
India,punjab,2020,Q4,Others,133204,92887343
India,punjab,2021,Q1,Peer-to-peer payments,10951083,46908632143
India,punjab,2021,Q1,Merchant payments,9333364,7651004598
India,punjab,2021,Q1,Recharge & bill payments,6332928,3980874403
India,punjab,2021,Q1,Financial Services,43094,52009482
India,punjab,2021,Q1,Others,110366,98366463
India,punjab,2021,Q2,Peer-to-peer payments,13180933,55282486111
India,punjab,2021,Q2,Merchant payments,11225598,9710508482
India,punjab,2021,Q2,Recharge & bill payments,7591039,4370756868
India,punjab,2021,Q2,Financial Services,46218,53309051
India,punjab,2021,Q2,Others,127460,113998049
India,punjab,2021,Q3,Peer-to-peer payments,17024782,66149902036
India,punjab,2021,Q3,Merchant payments,16837685,14103740968
India,punjab,2021,Q3,Recharge & bill payments,8465739,5540272095
India,punjab,2021,Q3,Financial Services,43789,63576666
India,punjab,2021,Q3,Others,161494,135069073
India,punjab,2021,Q4,Merchant payments,22669743,20753662875
India,punjab,2021,Q4,Peer-to-peer payments,20663881,83611403637
India,punjab,2021,Q4,Recharge & bill payments,8765579,6107473171
India,punjab,2021,Q4,Financial Services,58581,86356456
India,punjab,2021,Q4,Others,201576,151230100
India,punjab,2022,Q1,Merchant payments,25979197,23217511696
India,punjab,2022,Q1,Peer-to-peer payments,22354946,88645204328
India,punjab,2022,Q1,Recharge & bill payments,9188439,6317909908
India,punjab,2022,Q1,Financial Services,57561,83933665
India,punjab,2022,Q1,Others,178159,125418506
India,punjab,2022,Q2,Merchant payments,35941880,28585688543
India,punjab,2022,Q2,Peer-to-peer payments,25952349,100938068541
India,punjab,2022,Q2,Recharge & bill payments,10161030,7652499714
India,punjab,2022,Q2,Financial Services,50483,57234782
India,punjab,2022,Q2,Others,167081,111934787
India,punjab,2022,Q3,Merchant payments,43089589,32370885165
India,punjab,2022,Q3,Peer-to-peer payments,29862592,107653378074
India,punjab,2022,Q3,Recharge & bill payments,11017816,9119649328
India,punjab,2022,Q3,Financial Services,57979,68249938
India,punjab,2022,Q3,Others,149921,107280498
India,punjab,2022,Q4,Merchant payments,48358802,38162493193
India,punjab,2022,Q4,Peer-to-peer payments,32377106,120512767954
India,punjab,2022,Q4,Recharge & bill payments,10895208,9248445985
India,punjab,2022,Q4,Financial Services,62809,72160390
India,punjab,2022,Q4,Others,141255,111559653
India,rajasthan,2018,Q1,Recharge & bill payments,4305940,868358581
India,rajasthan,2018,Q1,Peer-to-peer payments,2540658,7547652852
India,rajasthan,2018,Q1,Financial Services,202537,37125466
India,rajasthan,2018,Q1,Merchant payments,184127,201212697
India,rajasthan,2018,Q1,Others,358428,271943533
India,rajasthan,2018,Q2,Recharge & bill payments,5288093,1511007056
India,rajasthan,2018,Q2,Peer-to-peer payments,3770555,13341587602
India,rajasthan,2018,Q2,Merchant payments,345752,342809667
India,rajasthan,2018,Q2,Financial Services,279471,52145152
India,rajasthan,2018,Q2,Others,289826,311536696
India,rajasthan,2018,Q3,Peer-to-peer payments,7120792,21010614922
India,rajasthan,2018,Q3,Recharge & bill payments,5894660,2252031409
India,rajasthan,2018,Q3,Merchant payments,711240,445504998
India,rajasthan,2018,Q3,Financial Services,230083,30185982
India,rajasthan,2018,Q3,Others,300323,302431358
India,rajasthan,2018,Q4,Peer-to-peer payments,10752729,33578327037
India,rajasthan,2018,Q4,Recharge & bill payments,7557003,2743591538
India,rajasthan,2018,Q4,Merchant payments,1985927,1172254323
India,rajasthan,2018,Q4,Financial Services,311632,40412563
India,rajasthan,2018,Q4,Others,352432,374501619
India,rajasthan,2019,Q1,Peer-to-peer payments,27621606,55246071722
India,rajasthan,2019,Q1,Recharge & bill payments,11650961,3821181816
India,rajasthan,2019,Q1,Merchant payments,3921438,1664209334
India,rajasthan,2019,Q1,Financial Services,359993,36340412
India,rajasthan,2019,Q1,Others,402042,373355289
India,rajasthan,2019,Q2,Peer-to-peer payments,25257679,79466464089
India,rajasthan,2019,Q2,Recharge & bill payments,14968290,5709279550
India,rajasthan,2019,Q2,Merchant payments,9026751,3435472167
India,rajasthan,2019,Q2,Financial Services,182685,34134486
India,rajasthan,2019,Q2,Others,573881,461962878
India,rajasthan,2019,Q3,Peer-to-peer payments,29885618,97443950786
India,rajasthan,2019,Q3,Merchant payments,19646612,6705923742
India,rajasthan,2019,Q3,Recharge & bill payments,16970783,7872719571
India,rajasthan,2019,Q3,Financial Services,217029,37899900
India,rajasthan,2019,Q3,Others,583575,407796030
India,rajasthan,2019,Q4,Peer-to-peer payments,43354317,140449134717
India,rajasthan,2019,Q4,Recharge & bill payments,20604852,9028860435
India,rajasthan,2019,Q4,Merchant payments,20544791,9721826538
India,rajasthan,2019,Q4,Financial Services,101805,25014672
India,rajasthan,2019,Q4,Others,468477,227573686
India,rajasthan,2020,Q1,Peer-to-peer payments,48269912,165468574323
India,rajasthan,2020,Q1,Merchant payments,27880848,13643061482
India,rajasthan,2020,Q1,Recharge & bill payments,25631131,10961167179
India,rajasthan,2020,Q1,Financial Services,72604,34466606
India,rajasthan,2020,Q1,Others,404317,200968968
India,rajasthan,2020,Q2,Peer-to-peer payments,49160792,166176386876
India,rajasthan,2020,Q2,Recharge & bill payments,31681776,13014051935
India,rajasthan,2020,Q2,Merchant payments,20756594,14354151782
India,rajasthan,2020,Q2,Financial Services,92875,76662259
India,rajasthan,2020,Q2,Others,262619,142020149
India,rajasthan,2020,Q3,Peer-to-peer payments,73247856,249006720239
India,rajasthan,2020,Q3,Merchant payments,45149210,27714680562
India,rajasthan,2020,Q3,Recharge & bill payments,30148875,16650017440
India,rajasthan,2020,Q3,Financial Services,146383,113675141
India,rajasthan,2020,Q3,Others,396352,193212778
India,rajasthan,2020,Q4,Peer-to-peer payments,88730951,321280847680
India,rajasthan,2020,Q4,Merchant payments,67367264,46142484518
India,rajasthan,2020,Q4,Recharge & bill payments,33455755,18123908525
India,rajasthan,2020,Q4,Financial Services,169294,136058685
India,rajasthan,2020,Q4,Others,560171,351480425
India,rajasthan,2021,Q1,Peer-to-peer payments,116733195,408190388154
India,rajasthan,2021,Q1,Merchant payments,96394132,61936457709
India,rajasthan,2021,Q1,Recharge & bill payments,38919519,20855464604
India,rajasthan,2021,Q1,Financial Services,192936,162581466
India,rajasthan,2021,Q1,Others,491137,347689722
India,rajasthan,2021,Q2,Peer-to-peer payments,139277445,467784146764
India,rajasthan,2021,Q2,Merchant payments,97860493,69922875807
India,rajasthan,2021,Q2,Recharge & bill payments,49501703,23387103755
India,rajasthan,2021,Q2,Financial Services,216441,186606893
India,rajasthan,2021,Q2,Others,620957,422031947
India,rajasthan,2021,Q3,Peer-to-peer payments,181742972,575912799217
India,rajasthan,2021,Q3,Merchant payments,167819345,105548321875
India,rajasthan,2021,Q3,Recharge & bill payments,49709657,28335516739
India,rajasthan,2021,Q3,Financial Services,197211,190362135
India,rajasthan,2021,Q3,Others,815568,524328574
India,rajasthan,2021,Q4,Merchant payments,221774624,151967969235
India,rajasthan,2021,Q4,Peer-to-peer payments,212937264,718215327365
India,rajasthan,2021,Q4,Recharge & bill payments,51610607,32831163302
India,rajasthan,2021,Q4,Financial Services,265091,263180819
India,rajasthan,2021,Q4,Others,1034011,656777820
India,rajasthan,2022,Q1,Merchant payments,267467038,171182113048
India,rajasthan,2022,Q1,Peer-to-peer payments,241739380,814525435614
India,rajasthan,2022,Q1,Recharge & bill payments,54555117,35542881861
India,rajasthan,2022,Q1,Financial Services,244029,243340851
India,rajasthan,2022,Q1,Others,956656,556409604
India,rajasthan,2022,Q2,Merchant payments,336900860,208238945148
India,rajasthan,2022,Q2,Peer-to-peer payments,263380560,905641041298
India,rajasthan,2022,Q2,Recharge & bill payments,59879660,38325678033
India,rajasthan,2022,Q2,Financial Services,170705,175399371
India,rajasthan,2022,Q2,Others,838365,452454748
India,rajasthan,2022,Q3,Merchant payments,398104319,230609701751
India,rajasthan,2022,Q3,Peer-to-peer payments,299383118,961209376585
India,rajasthan,2022,Q3,Recharge & bill payments,69118763,46000391408
India,rajasthan,2022,Q3,Financial Services,215235,220271929
India,rajasthan,2022,Q3,Others,719925,449514643
India,rajasthan,2022,Q4,Merchant payments,457778005,275194969877
India,rajasthan,2022,Q4,Peer-to-peer payments,334316758,1130380720682
India,rajasthan,2022,Q4,Recharge & bill payments,72510470,50609988781
India,rajasthan,2022,Q4,Financial Services,244442,270658680
India,rajasthan,2022,Q4,Others,725173,500361375
India,sikkim,2018,Q1,Recharge & bill payments,26965,4823943
India,sikkim,2018,Q1,Peer-to-peer payments,13559,56334584
India,sikkim,2018,Q1,Merchant payments,1349,1677583
India,sikkim,2018,Q1,Financial Services,608,86906
India,sikkim,2018,Q1,Others,1597,1727920
India,sikkim,2018,Q2,Recharge & bill payments,45435,9465769
India,sikkim,2018,Q2,Peer-to-peer payments,24237,127051984
India,sikkim,2018,Q2,Merchant payments,2556,4713227
India,sikkim,2018,Q2,Financial Services,562,218130
India,sikkim,2018,Q2,Others,1788,2243974
India,sikkim,2018,Q3,Recharge & bill payments,58421,12221506
India,sikkim,2018,Q3,Peer-to-peer payments,43195,215547415
India,sikkim,2018,Q3,Merchant payments,4521,5322296
India,sikkim,2018,Q3,Financial Services,562,261766
India,sikkim,2018,Q3,Others,1801,1727241
India,sikkim,2018,Q4,Recharge & bill payments,79232,16713780
India,sikkim,2018,Q4,Peer-to-peer payments,65451,351253329
India,sikkim,2018,Q4,Merchant payments,7452,12637809
India,sikkim,2018,Q4,Financial Services,717,596472
India,sikkim,2018,Q4,Others,1681,1939965
India,sikkim,2019,Q1,Peer-to-peer payments,121984,422987999
India,sikkim,2019,Q1,Recharge & bill payments,96878,20711589
India,sikkim,2019,Q1,Merchant payments,18346,11837344
India,sikkim,2019,Q1,Financial Services,1225,191594
India,sikkim,2019,Q1,Others,1854,2265105
India,sikkim,2019,Q2,Peer-to-peer payments,172125,674044301
India,sikkim,2019,Q2,Recharge & bill payments,142582,32535297
India,sikkim,2019,Q2,Merchant payments,66722,28248001
India,sikkim,2019,Q2,Financial Services,2294,310197
India,sikkim,2019,Q2,Others,4521,3756445
India,sikkim,2019,Q3,Peer-to-peer payments,203052,794235862
India,sikkim,2019,Q3,Merchant payments,188753,52337322
India,sikkim,2019,Q3,Recharge & bill payments,156125,33922224
India,sikkim,2019,Q3,Financial Services,288,548142
India,sikkim,2019,Q3,Others,4218,3672895
India,sikkim,2019,Q4,Peer-to-peer payments,508471,1086457147
India,sikkim,2019,Q4,Recharge & bill payments,181287,42705664
India,sikkim,2019,Q4,Merchant payments,73992,43954548
India,sikkim,2019,Q4,Financial Services,373,494076
India,sikkim,2019,Q4,Others,2947,2898164
India,sikkim,2020,Q1,Peer-to-peer payments,230413,954765350
India,sikkim,2020,Q1,Recharge & bill payments,215586,53588505
India,sikkim,2020,Q1,Merchant payments,79881,43201695
India,sikkim,2020,Q1,Financial Services,345,175569
India,sikkim,2020,Q1,Others,1893,1745150
India,sikkim,2020,Q2,Recharge & bill payments,297620,78397187
India,sikkim,2020,Q2,Peer-to-peer payments,186495,939900165
India,sikkim,2020,Q2,Merchant payments,31442,34385184
India,sikkim,2020,Q2,Financial Services,883,999656
India,sikkim,2020,Q2,Others,1291,936594
India,sikkim,2020,Q3,Recharge & bill payments,298885,83894642
India,sikkim,2020,Q3,Peer-to-peer payments,245087,1255521152
India,sikkim,2020,Q3,Merchant payments,49299,58337178
India,sikkim,2020,Q3,Financial Services,1252,1795366
India,sikkim,2020,Q3,Others,1912,1378387
India,sikkim,2020,Q4,Peer-to-peer payments,334069,1711730126
India,sikkim,2020,Q4,Recharge & bill payments,301382,90168624
India,sikkim,2020,Q4,Merchant payments,95503,112478003
India,sikkim,2020,Q4,Financial Services,1427,2361187
India,sikkim,2020,Q4,Others,2654,2537863
India,sikkim,2021,Q1,Peer-to-peer payments,403703,1965492629
India,sikkim,2021,Q1,Recharge & bill payments,279679,93174110
India,sikkim,2021,Q1,Merchant payments,112925,154183320
India,sikkim,2021,Q1,Financial Services,1844,3027799
India,sikkim,2021,Q1,Others,2038,1789867
India,sikkim,2021,Q2,Peer-to-peer payments,473141,2125758496
India,sikkim,2021,Q2,Recharge & bill payments,345495,103846501
India,sikkim,2021,Q2,Merchant payments,153671,190473176
India,sikkim,2021,Q2,Financial Services,1865,2851874
India,sikkim,2021,Q2,Others,2542,1969531
India,sikkim,2021,Q3,Peer-to-peer payments,595826,2582075089
India,sikkim,2021,Q3,Recharge & bill payments,346173,111613776
India,sikkim,2021,Q3,Merchant payments,213808,290732930
India,sikkim,2021,Q3,Financial Services,1689,2624558
India,sikkim,2021,Q3,Others,3098,2290508
India,sikkim,2021,Q4,Peer-to-peer payments,831597,3548508409
India,sikkim,2021,Q4,Recharge & bill payments,376078,136473754
India,sikkim,2021,Q4,Merchant payments,369343,504586163
India,sikkim,2021,Q4,Financial Services,2269,3162023
India,sikkim,2021,Q4,Others,5058,4052910
India,sikkim,2022,Q1,Peer-to-peer payments,916940,3650961081
India,sikkim,2022,Q1,Merchant payments,449273,570784579
India,sikkim,2022,Q1,Recharge & bill payments,371579,139135962
India,sikkim,2022,Q1,Financial Services,2124,3062332
India,sikkim,2022,Q1,Others,4386,3487320
India,sikkim,2022,Q2,Peer-to-peer payments,1198014,4596501308
India,sikkim,2022,Q2,Merchant payments,706658,847497607
India,sikkim,2022,Q2,Recharge & bill payments,411189,162174479
India,sikkim,2022,Q2,Financial Services,1758,1861284
India,sikkim,2022,Q2,Others,4462,3070990
India,sikkim,2022,Q3,Peer-to-peer payments,1222037,4173703593
India,sikkim,2022,Q3,Merchant payments,772650,830361400
India,sikkim,2022,Q3,Recharge & bill payments,397207,153567926
India,sikkim,2022,Q3,Financial Services,1538,2851319
India,sikkim,2022,Q3,Others,3326,2396303
India,sikkim,2022,Q4,Peer-to-peer payments,1548662,5175155338
India,sikkim,2022,Q4,Merchant payments,1033541,1096220774
India,sikkim,2022,Q4,Recharge & bill payments,470639,181281682
India,sikkim,2022,Q4,Financial Services,2049,2701971
India,sikkim,2022,Q4,Others,3448,3025622
India,tamil-nadu,2018,Q1,Recharge & bill payments,3308548,646028338
India,tamil-nadu,2018,Q1,Peer-to-peer payments,2670613,10031518934
India,tamil-nadu,2018,Q1,Merchant payments,326510,272002057
India,tamil-nadu,2018,Q1,Financial Services,115363,31876073
India,tamil-nadu,2018,Q1,Others,305588,280132294
India,tamil-nadu,2018,Q2,Recharge & bill payments,4464677,1189892955
India,tamil-nadu,2018,Q2,Peer-to-peer payments,4433762,18067624388
India,tamil-nadu,2018,Q2,Merchant payments,627918,517130320
India,tamil-nadu,2018,Q2,Financial Services,167035,65402385
India,tamil-nadu,2018,Q2,Others,298736,285794226
India,tamil-nadu,2018,Q3,Peer-to-peer payments,8810836,26792462660
India,tamil-nadu,2018,Q3,Recharge & bill payments,5148411,1521551955
India,tamil-nadu,2018,Q3,Merchant payments,1290978,733189649
India,tamil-nadu,2018,Q3,Financial Services,191732,37049222
India,tamil-nadu,2018,Q3,Others,332121,245838753
India,tamil-nadu,2018,Q4,Peer-to-peer payments,11538547,39180083690
India,tamil-nadu,2018,Q4,Recharge & bill payments,7093764,2020329567
India,tamil-nadu,2018,Q4,Merchant payments,3145621,1742903221
India,tamil-nadu,2018,Q4,Financial Services,228398,46571758
India,tamil-nadu,2018,Q4,Others,451114,312185737
India,tamil-nadu,2019,Q1,Peer-to-peer payments,18645926,51296299081
India,tamil-nadu,2019,Q1,Recharge & bill payments,8863289,2695317014
India,tamil-nadu,2019,Q1,Merchant payments,4195222,1924461188
India,tamil-nadu,2019,Q1,Financial Services,193261,31217137
India,tamil-nadu,2019,Q1,Others,377347,256742393
India,tamil-nadu,2019,Q2,Peer-to-peer payments,16952961,57924128549
India,tamil-nadu,2019,Q2,Recharge & bill payments,8414514,3280033639
India,tamil-nadu,2019,Q2,Merchant payments,6296995,2690331792
India,tamil-nadu,2019,Q2,Financial Services,70142,18334602
India,tamil-nadu,2019,Q2,Others,437125,294847441
India,tamil-nadu,2019,Q3,Peer-to-peer payments,21277636,70615331408
India,tamil-nadu,2019,Q3,Merchant payments,10344027,4079315732
India,tamil-nadu,2019,Q3,Recharge & bill payments,9246678,3964144354
India,tamil-nadu,2019,Q3,Financial Services,88261,27213741
India,tamil-nadu,2019,Q3,Others,453581,273599406
India,tamil-nadu,2019,Q4,Peer-to-peer payments,28814008,91858026341
India,tamil-nadu,2019,Q4,Merchant payments,16153034,6420193204
India,tamil-nadu,2019,Q4,Recharge & bill payments,11157765,4681454397
India,tamil-nadu,2019,Q4,Financial Services,60624,24332240
India,tamil-nadu,2019,Q4,Others,410980,206859328
India,tamil-nadu,2020,Q1,Peer-to-peer payments,30880360,101907683045
India,tamil-nadu,2020,Q1,Merchant payments,21541556,8950736938
India,tamil-nadu,2020,Q1,Recharge & bill payments,14134259,5493239429
India,tamil-nadu,2020,Q1,Financial Services,61427,41422107
India,tamil-nadu,2020,Q1,Others,335871,176604658
India,tamil-nadu,2020,Q2,Peer-to-peer payments,21700844,82347647064
India,tamil-nadu,2020,Q2,Recharge & bill payments,18474731,6414781159
India,tamil-nadu,2020,Q2,Merchant payments,11477546,6909361871
India,tamil-nadu,2020,Q2,Financial Services,78584,89189349
India,tamil-nadu,2020,Q2,Others,138405,65529451
India,tamil-nadu,2020,Q3,Peer-to-peer payments,31754077,123561080533
India,tamil-nadu,2020,Q3,Merchant payments,20664887,12554589575
India,tamil-nadu,2020,Q3,Recharge & bill payments,17521756,7476952307
India,tamil-nadu,2020,Q3,Financial Services,129671,158512062
India,tamil-nadu,2020,Q3,Others,207434,90281020
India,tamil-nadu,2020,Q4,Peer-to-peer payments,47800741,172196381789
India,tamil-nadu,2020,Q4,Merchant payments,41297305,24417758781
India,tamil-nadu,2020,Q4,Recharge & bill payments,21563946,9462546013
India,tamil-nadu,2020,Q4,Financial Services,153044,186775413
India,tamil-nadu,2020,Q4,Others,364665,209735503
India,tamil-nadu,2021,Q1,Peer-to-peer payments,57446279,206405230307
India,tamil-nadu,2021,Q1,Merchant payments,53811885,30722779534
India,tamil-nadu,2021,Q1,Recharge & bill payments,24826273,11115915388
India,tamil-nadu,2021,Q1,Financial Services,170620,215319360
India,tamil-nadu,2021,Q1,Others,301617,208899281
India,tamil-nadu,2021,Q2,Peer-to-peer payments,60812902,216379027686
India,tamil-nadu,2021,Q2,Merchant payments,52048347,33504798112
India,tamil-nadu,2021,Q2,Recharge & bill payments,32753032,13155346942
India,tamil-nadu,2021,Q2,Financial Services,192614,225113402
India,tamil-nadu,2021,Q2,Others,351547,223054882
India,tamil-nadu,2021,Q3,Merchant payments,85074941,52932187058
India,tamil-nadu,2021,Q3,Peer-to-peer payments,83833356,296121079294
India,tamil-nadu,2021,Q3,Recharge & bill payments,34751691,15613287081
India,tamil-nadu,2021,Q3,Financial Services,182097,246146707
India,tamil-nadu,2021,Q3,Others,515319,294622911
India,tamil-nadu,2021,Q4,Merchant payments,117578360,70539086832
India,tamil-nadu,2021,Q4,Peer-to-peer payments,104493071,353529424598
India,tamil-nadu,2021,Q4,Recharge & bill payments,36163870,18979178477
India,tamil-nadu,2021,Q4,Financial Services,228761,275850497
India,tamil-nadu,2021,Q4,Others,691914,400412189
India,tamil-nadu,2022,Q1,Merchant payments,139788772,81798208975
India,tamil-nadu,2022,Q1,Peer-to-peer payments,119383791,409631710258
India,tamil-nadu,2022,Q1,Recharge & bill payments,34579431,20705079141
India,tamil-nadu,2022,Q1,Financial Services,241201,298216135
India,tamil-nadu,2022,Q1,Others,579955,355987089
India,tamil-nadu,2022,Q2,Merchant payments,179245529,100813133534
India,tamil-nadu,2022,Q2,Peer-to-peer payments,136341691,464333108374
India,tamil-nadu,2022,Q2,Recharge & bill payments,38257271,24477663683
India,tamil-nadu,2022,Q2,Financial Services,202498,233054908
India,tamil-nadu,2022,Q2,Others,459948,277767177
India,tamil-nadu,2022,Q3,Merchant payments,202149276,109801011246
India,tamil-nadu,2022,Q3,Peer-to-peer payments,148805657,493880482824
India,tamil-nadu,2022,Q3,Recharge & bill payments,41919063,27694221703
India,tamil-nadu,2022,Q3,Financial Services,217741,238069828
India,tamil-nadu,2022,Q3,Others,404438,265434770
India,tamil-nadu,2022,Q4,Merchant payments,229308285,118847998736
India,tamil-nadu,2022,Q4,Peer-to-peer payments,162920305,526511418812
India,tamil-nadu,2022,Q4,Recharge & bill payments,43391904,29719449171
India,tamil-nadu,2022,Q4,Financial Services,295740,334812023
India,tamil-nadu,2022,Q4,Others,400402,275988847
India,telangana,2018,Q1,Recharge & bill payments,4209319,831912767
India,telangana,2018,Q1,Peer-to-peer payments,3307245,11748268950
India,telangana,2018,Q1,Merchant payments,351474,282899066
India,telangana,2018,Q1,Financial Services,262876,57011875
India,telangana,2018,Q1,Others,391852,388111458
India,telangana,2018,Q2,Peer-to-peer payments,4784079,20748520742
India,telangana,2018,Q2,Recharge & bill payments,4686542,1274130053
India,telangana,2018,Q2,Merchant payments,701082,551696487
India,telangana,2018,Q2,Financial Services,277805,85498213
India,telangana,2018,Q2,Others,315162,357356020
India,telangana,2018,Q3,Peer-to-peer payments,11560952,29253505738
India,telangana,2018,Q3,Recharge & bill payments,5328881,1568136060
India,telangana,2018,Q3,Merchant payments,1770075,855534175
India,telangana,2018,Q3,Financial Services,307312,52554123
India,telangana,2018,Q3,Others,365483,300363110
India,telangana,2018,Q4,Peer-to-peer payments,15571288,44541667501
India,telangana,2018,Q4,Recharge & bill payments,7121135,2165870863
India,telangana,2018,Q4,Merchant payments,5315161,2356841304
India,telangana,2018,Q4,Financial Services,392423,64569231
India,telangana,2018,Q4,Others,521147,380139546
India,telangana,2019,Q1,Peer-to-peer payments,40488967,87361237975
India,telangana,2019,Q1,Merchant payments,12341901,4144368545
India,telangana,2019,Q1,Recharge & bill payments,11525394,3619117615
India,telangana,2019,Q1,Financial Services,463688,54547989
India,telangana,2019,Q1,Others,470752,343989909
India,telangana,2019,Q2,Peer-to-peer payments,46741594,141095702899
India,telangana,2019,Q2,Merchant payments,25682382,8442740781
India,telangana,2019,Q2,Recharge & bill payments,16225017,5603477828
India,telangana,2019,Q2,Financial Services,252173,43627344
India,telangana,2019,Q2,Others,709213,490894328
India,telangana,2019,Q3,Peer-to-peer payments,59981113,180342868388
India,telangana,2019,Q3,Merchant payments,44035953,14308557740
India,telangana,2019,Q3,Recharge & bill payments,16437222,6793699069
India,telangana,2019,Q3,Financial Services,183163,39617186
India,telangana,2019,Q3,Others,857925,445278745
India,telangana,2019,Q4,Peer-to-peer payments,82587060,249346680995
India,telangana,2019,Q4,Merchant payments,59347809,21510626607
India,telangana,2019,Q4,Recharge & bill payments,20797056,9561315124
India,telangana,2019,Q4,Financial Services,137291,33453857
India,telangana,2019,Q4,Others,703042,294688962
India,telangana,2020,Q1,Peer-to-peer payments,95668911,327641798044
India,telangana,2020,Q1,Merchant payments,76818285,31076431477
