country,state,year,quarter,transaction_type,transaction_count,total_amount
India,dadra-&-nagar-haveli-&-daman-&-diu,2021,Q2,Financial Services,1826,1763792
India,dadra-&-nagar-haveli-&-daman-&-diu,2021,Q2,Others,5672,3741204
India,dadra-&-nagar-haveli-&-daman-&-diu,2021,Q3,Merchant payments,1312241,706774071
India,dadra-&-nagar-haveli-&-daman-&-diu,2021,Q3,Peer-to-peer payments,1262732,3339347400
India,dadra-&-nagar-haveli-&-daman-&-diu,2021,Q3,Recharge & bill payments,544322,253199754
India,dadra-&-nagar-haveli-&-daman-&-diu,2021,Q3,Financial Services,2065,2252116
India,dadra-&-nagar-haveli-&-daman-&-diu,2021,Q3,Others,8110,4365759
India,dadra-&-nagar-haveli-&-daman-&-diu,2021,Q4,Merchant payments,2013673,1058989463
India,dadra-&-nagar-haveli-&-daman-&-diu,2021,Q4,Peer-to-peer payments,1577168,4202291071
India,dadra-&-nagar-haveli-&-daman-&-diu,2021,Q4,Recharge & bill payments,551618,294991582
India,dadra-&-nagar-haveli-&-daman-&-diu,2021,Q4,Financial Services,2909,3159306
India,dadra-&-nagar-haveli-&-daman-&-diu,2021,Q4,Others,11717,6407962
India,dadra-&-nagar-haveli-&-daman-&-diu,2022,Q1,Merchant payments,2507246,1227972829
India,dadra-&-nagar-haveli-&-daman-&-diu,2022,Q1,Peer-to-peer payments,1745454,4674787017
India,dadra-&-nagar-haveli-&-daman-&-diu,2022,Q1,Recharge & bill payments,538134,326296370
India,dadra-&-nagar-haveli-&-daman-&-diu,2022,Q1,Financial Services,2574,2661345
India,dadra-&-nagar-haveli-&-daman-&-diu,2022,Q1,Others,9395,5330803
India,dadra-&-nagar-haveli-&-daman-&-diu,2022,Q2,Merchant payments,3346697,1536859131
India,dadra-&-nagar-haveli-&-daman-&-diu,2022,Q2,Peer-to-peer payments,1861799,5078832140
India,dadra-&-nagar-haveli-&-daman-&-diu,2022,Q2,Recharge & bill payments,539562,372921225
India,dadra-&-nagar-haveli-&-daman-&-diu,2022,Q2,Financial Services,1849,2131607
India,dadra-&-nagar-haveli-&-daman-&-diu,2022,Q2,Others,9864,4415675
India,dadra-&-nagar-haveli-&-daman-&-diu,2022,Q3,Merchant payments,3777156,1705567002
India,dadra-&-nagar-haveli-&-daman-&-diu,2022,Q3,Peer-to-peer payments,2086741,5382949597
India,dadra-&-nagar-haveli-&-daman-&-diu,2022,Q3,Recharge & bill payments,592431,425206924
India,dadra-&-nagar-haveli-&-daman-&-diu,2022,Q3,Financial Services,2237,3194409
India,dadra-&-nagar-haveli-&-daman-&-diu,2022,Q3,Others,7056,3729425
India,dadra-&-nagar-haveli-&-daman-&-diu,2022,Q4,Merchant payments,4415771,1889046056
India,dadra-&-nagar-haveli-&-daman-&-diu,2022,Q4,Peer-to-peer payments,2215052,5737539058
India,dadra-&-nagar-haveli-&-daman-&-diu,2022,Q4,Recharge & bill payments,548795,426040023
India,dadra-&-nagar-haveli-&-daman-&-diu,2022,Q4,Financial Services,2495,3169199
India,dadra-&-nagar-haveli-&-daman-&-diu,2022,Q4,Others,7472,3846409
India,delhi,2018,Q1,Recharge & bill payments,3947297,1320559612
India,delhi,2018,Q1,Peer-to-peer payments,2380820,9125685134
India,delhi,2018,Q1,Merchant payments,339809,375393115
India,delhi,2018,Q1,Financial Services,136240,45588429
India,delhi,2018,Q1,Others,318588,344277514
India,delhi,2018,Q2,Recharge & bill payments,4511737,2078183615
India,delhi,2018,Q2,Peer-to-peer payments,3542716,14348179103
India,delhi,2018,Q2,Merchant payments,837001,631597790
India,delhi,2018,Q2,Financial Services,205991,66584728
India,delhi,2018,Q2,Others,276278,321754664
India,delhi,2018,Q3,Peer-to-peer payments,8557153,22670122888
India,delhi,2018,Q3,Recharge & bill payments,5305635,3261844270
India,delhi,2018,Q3,Merchant payments,3808395,1048422633
India,delhi,2018,Q3,Financial Services,274526,45051151
India,delhi,2018,Q3,Others,601339,350405916
India,delhi,2018,Q4,Peer-to-peer payments,9973249,32389252494
India,delhi,2018,Q4,Merchant payments,9958967,2738429838
India,delhi,2018,Q4,Recharge & bill payments,7483633,3961160542
India,delhi,2018,Q4,Financial Services,265004,58162003
India,delhi,2018,Q4,Others,1506866,575852739
India,delhi,2019,Q1,Peer-to-peer payments,20216287,48250023720
India,delhi,2019,Q1,Merchant payments,13875931,3996618719
India,delhi,2019,Q1,Recharge & bill payments,10744978,5521320539
India,delhi,2019,Q1,Financial Services,223095,30997039
India,delhi,2019,Q1,Others,1947036,670171769
India,delhi,2019,Q2,Merchant payments,20891431,6816878922
India,delhi,2019,Q2,Peer-to-peer payments,20570311,65953571241
India,delhi,2019,Q2,Recharge & bill payments,12869453,8035701902
India,delhi,2019,Q2,Financial Services,137774,33985068
India,delhi,2019,Q2,Others,2702543,866678928
India,delhi,2019,Q3,Merchant payments,29453368,9857221391
India,delhi,2019,Q3,Peer-to-peer payments,25201978,81904443496
India,delhi,2019,Q3,Recharge & bill payments,11133404,10406524192
India,delhi,2019,Q3,Financial Services,92061,27952186
India,delhi,2019,Q3,Others,3657065,1000670778
India,delhi,2019,Q4,Peer-to-peer payments,33040093,105858524152
India,delhi,2019,Q4,Merchant payments,32537378,12864577363
India,delhi,2019,Q4,Recharge & bill payments,11609898,9500486080
India,delhi,2019,Q4,Financial Services,57063,21512527
India,delhi,2019,Q4,Others,3500565,779367300
India,delhi,2020,Q1,Merchant payments,33951545,14470782771
India,delhi,2020,Q1,Peer-to-peer payments,32410795,108987600006
India,delhi,2020,Q1,Recharge & bill payments,12822919,9498791147
India,delhi,2020,Q1,Financial Services,46529,39908838
India,delhi,2020,Q1,Others,2515816,619460878
India,delhi,2020,Q2,Peer-to-peer payments,27155938,86227124454
India,delhi,2020,Q2,Merchant payments,24963931,12708327043
India,delhi,2020,Q2,Recharge & bill payments,13568505,8699886044
India,delhi,2020,Q2,Financial Services,64790,75405868
India,delhi,2020,Q2,Others,288854,162694793
India,delhi,2020,Q3,Peer-to-peer payments,41498638,140074023548
India,delhi,2020,Q3,Merchant payments,40973792,21858176583
India,delhi,2020,Q3,Recharge & bill payments,13448341,12883226305
India,delhi,2020,Q3,Financial Services,85689,114341865
India,delhi,2020,Q3,Others,485401,234194502
India,delhi,2020,Q4,Merchant payments,54581166,31106554562
India,delhi,2020,Q4,Peer-to-peer payments,49631928,171546055992
India,delhi,2020,Q4,Recharge & bill payments,14862946,12921793576
India,delhi,2020,Q4,Financial Services,114862,160007919
India,delhi,2020,Q4,Others,1349515,530676173
India,delhi,2021,Q1,Merchant payments,72615587,39861532639
India,delhi,2021,Q1,Peer-to-peer payments,61957428,210823551741
India,delhi,2021,Q1,Recharge & bill payments,21164274,15447408658
India,delhi,2021,Q1,Financial Services,153039,203106852
India,delhi,2021,Q1,Others,1468676,592745151
India,delhi,2021,Q2,Merchant payments,75620295,42933366743
India,delhi,2021,Q2,Peer-to-peer payments,68497718,223034955527
India,delhi,2021,Q2,Recharge & bill payments,25026678,15310096462
India,delhi,2021,Q2,Financial Services,158170,190019761
India,delhi,2021,Q2,Others,854403,472659189
India,delhi,2021,Q3,Merchant payments,115250887,64006915630
India,delhi,2021,Q3,Peer-to-peer payments,93292876,298005532606
India,delhi,2021,Q3,Recharge & bill payments,28427032,20934734871
India,delhi,2021,Q3,Financial Services,144460,220660990
India,delhi,2021,Q3,Others,1645353,690472449
India,delhi,2021,Q4,Merchant payments,149204611,88990516304
India,delhi,2021,Q4,Peer-to-peer payments,112380292,376556972334
India,delhi,2021,Q4,Recharge & bill payments,30127352,22290161823
India,delhi,2021,Q4,Financial Services,199280,287950130
India,delhi,2021,Q4,Others,771824,569713470
India,delhi,2022,Q1,Merchant payments,174454937,98212381475
India,delhi,2022,Q1,Peer-to-peer payments,125111881,415305045689
India,delhi,2022,Q1,Recharge & bill payments,29435981,22482865572
India,delhi,2022,Q1,Financial Services,195184,271039329
India,delhi,2022,Q1,Others,1801878,693588769
India,delhi,2022,Q2,Merchant payments,233412802,121657706565
India,delhi,2022,Q2,Peer-to-peer payments,143447534,480685895058
India,delhi,2022,Q2,Recharge & bill payments,32971294,26876059610
India,delhi,2022,Q2,Financial Services,160827,209425798
India,delhi,2022,Q2,Others,641727,426563425
India,delhi,2022,Q3,Merchant payments,276635347,134292748569
India,delhi,2022,Q3,Peer-to-peer payments,160580425,509428627035
India,delhi,2022,Q3,Recharge & bill payments,37572389,33177115465
India,delhi,2022,Q3,Financial Services,195218,265479580
India,delhi,2022,Q3,Others,608782,448676465
India,delhi,2022,Q4,Merchant payments,305621913,153114813286
India,delhi,2022,Q4,Peer-to-peer payments,171970100,559069397370
India,delhi,2022,Q4,Recharge & bill payments,36775874,31954251758
India,delhi,2022,Q4,Financial Services,228639,299454652
India,delhi,2022,Q4,Others,606931,477098950
India,goa,2018,Q1,Recharge & bill payments,85991,18273814
India,goa,2018,Q1,Peer-to-peer payments,59651,268175048
India,goa,2018,Q1,Merchant payments,7880,11036031
India,goa,2018,Q1,Financial Services,1191,520105
India,goa,2018,Q1,Others,6184,5851742
India,goa,2018,Q2,Recharge & bill payments,120943,30994284
India,goa,2018,Q2,Peer-to-peer payments,87878,419492232
India,goa,2018,Q2,Merchant payments,12456,20162855
India,goa,2018,Q2,Financial Services,1903,733429
India,goa,2018,Q2,Others,6395,7221023
India,goa,2018,Q3,Recharge & bill payments,158797,40314972
India,goa,2018,Q3,Peer-to-peer payments,150297,639468418
India,goa,2018,Q3,Merchant payments,21587,26634198
India,goa,2018,Q3,Financial Services,1867,468171
India,goa,2018,Q3,Others,6963,6281208
India,goa,2018,Q4,Peer-to-peer payments,246426,1021902315
India,goa,2018,Q4,Recharge & bill payments,212122,54832855
India,goa,2018,Q4,Merchant payments,45586,66666113
India,goa,2018,Q4,Financial Services,2523,723599
India,goa,2018,Q4,Others,8098,8880194
India,goa,2019,Q1,Peer-to-peer payments,378848,1310759847
India,goa,2019,Q1,Recharge & bill payments,275277,78212835
India,goa,2019,Q1,Merchant payments,74527,75946974
India,goa,2019,Q1,Financial Services,2013,499592
India,goa,2019,Q1,Others,8147,9904147
India,goa,2019,Q2,Peer-to-peer payments,373759,1391933790
India,goa,2019,Q2,Recharge & bill payments,278060,93218689
India,goa,2019,Q2,Merchant payments,104592,92873008
India,goa,2019,Q2,Financial Services,1211,515859
India,goa,2019,Q2,Others,10819,13325754
India,goa,2019,Q3,Peer-to-peer payments,475178,1704668027
India,goa,2019,Q3,Recharge & bill payments,453806,157952854
India,goa,2019,Q3,Merchant payments,150578,123948570
India,goa,2019,Q3,Financial Services,1510,1282344
India,goa,2019,Q3,Others,11344,12515394
India,goa,2019,Q4,Peer-to-peer payments,698728,2484453030
India,goa,2019,Q4,Recharge & bill payments,552421,205602115
India,goa,2019,Q4,Merchant payments,250893,218404664
India,goa,2019,Q4,Financial Services,1497,649712
India,goa,2019,Q4,Others,11733,14350825
India,goa,2020,Q1,Peer-to-peer payments,817198,2851686768
India,goa,2020,Q1,Recharge & bill payments,678079,244739382
India,goa,2020,Q1,Merchant payments,373110,298421548
India,goa,2020,Q1,Financial Services,1762,1816477
India,goa,2020,Q1,Others,11088,13707055
India,goa,2020,Q2,Recharge & bill payments,758617,241196540
India,goa,2020,Q2,Peer-to-peer payments,493326,1766723888
India,goa,2020,Q2,Merchant payments,221358,168591711
India,goa,2020,Q2,Financial Services,3081,3328361
India,goa,2020,Q2,Others,5710,3775927
India,goa,2020,Q3,Peer-to-peer payments,759351,2723430713
India,goa,2020,Q3,Recharge & bill payments,696770,280187505
India,goa,2020,Q3,Merchant payments,446880,353193881
India,goa,2020,Q3,Financial Services,4985,6418950
India,goa,2020,Q3,Others,7545,5112530
India,goa,2020,Q4,Peer-to-peer payments,1550251,5407626413
India,goa,2020,Q4,Merchant payments,1389834,1123844212
India,goa,2020,Q4,Recharge & bill payments,839199,345088772
India,goa,2020,Q4,Financial Services,7287,10386560
India,goa,2020,Q4,Others,14810,12846789
India,goa,2021,Q1,Peer-to-peer payments,2235456,7553384653
India,goa,2021,Q1,Merchant payments,2195509,1768358976
India,goa,2021,Q1,Recharge & bill payments,880682,410604192
India,goa,2021,Q1,Financial Services,8138,12207778
India,goa,2021,Q1,Others,11764,12687278
India,goa,2021,Q2,Merchant payments,1869384,1411529033
India,goa,2021,Q2,Peer-to-peer payments,1866837,6195032351
India,goa,2021,Q2,Recharge & bill payments,953219,383804809
India,goa,2021,Q2,Financial Services,8303,12371843
India,goa,2021,Q2,Others,12392,10115549
India,goa,2021,Q3,Merchant payments,2865625,2143135314
India,goa,2021,Q3,Peer-to-peer payments,2560305,7871092673
India,goa,2021,Q3,Recharge & bill payments,1017351,438838003
India,goa,2021,Q3,Financial Services,8337,12943224
India,goa,2021,Q3,Others,16145,12416377
India,goa,2021,Q4,Merchant payments,5474662,4384250602
India,goa,2021,Q4,Peer-to-peer payments,4408822,13618351952
India,goa,2021,Q4,Recharge & bill payments,1170180,585734312
India,goa,2021,Q4,Financial Services,11320,17101084
India,goa,2021,Q4,Others,23775,21819163
India,goa,2022,Q1,Merchant payments,6364271,4682000388
India,goa,2022,Q1,Peer-to-peer payments,4640380,14449830641
India,goa,2022,Q1,Recharge & bill payments,1177071,646403472
India,goa,2022,Q1,Financial Services,11677,17490493
India,goa,2022,Q1,Others,20699,20720407
India,goa,2022,Q2,Merchant payments,7812998,5736211013
India,goa,2022,Q2,Peer-to-peer payments,5097942,16372343177
India,goa,2022,Q2,Recharge & bill payments,1279377,738765635
India,goa,2022,Q2,Financial Services,10666,13192736
India,goa,2022,Q2,Others,15071,12525197
India,goa,2022,Q3,Merchant payments,7595135,5112175255
India,goa,2022,Q3,Peer-to-peer payments,4449008,13780955270
India,goa,2022,Q3,Recharge & bill payments,1122869,657115143
India,goa,2022,Q3,Financial Services,9992,12650738
India,goa,2022,Q3,Others,11683,11368868
India,goa,2022,Q4,Merchant payments,10319138,6739205748
India,goa,2022,Q4,Peer-to-peer payments,5652373,17421974714
India,goa,2022,Q4,Recharge & bill payments,1195865,734121700
India,goa,2022,Q4,Financial Services,12147,15705663
India,goa,2022,Q4,Others,13151,13978544
India,gujarat,2018,Q1,Recharge & bill payments,3691952,878929080
India,gujarat,2018,Q1,Peer-to-peer payments,1738974,6318864759
India,gujarat,2018,Q1,Merchant payments,145436,166036667
India,gujarat,2018,Q1,Financial Services,122117,27986679
India,gujarat,2018,Q1,Others,250296,186165067
India,gujarat,2018,Q2,Recharge & bill payments,4643367,1571880396
India,gujarat,2018,Q2,Peer-to-peer payments,2483231,10009680530
India,gujarat,2018,Q2,Merchant payments,275503,356984574
India,gujarat,2018,Q2,Financial Services,140704,38598263
India,gujarat,2018,Q2,Others,202928,185541007
India,gujarat,2018,Q3,Peer-to-peer payments,5287200,15272745137
India,gujarat,2018,Q3,Recharge & bill payments,5117168,1938041688
India,gujarat,2018,Q3,Merchant payments,573440,466209496
India,gujarat,2018,Q3,Financial Services,136468,24930605
India,gujarat,2018,Q3,Others,219873,164477497
India,gujarat,2018,Q4,Peer-to-peer payments,6488202,21207285184
India,gujarat,2018,Q4,Recharge & bill payments,6138404,2297332323
India,gujarat,2018,Q4,Merchant payments,1656377,1088373316
India,gujarat,2018,Q4,Financial Services,133915,30699273
India,gujarat,2018,Q4,Others,316405,207297005
India,gujarat,2019,Q1,Peer-to-peer payments,13465044,31231285551
India,gujarat,2019,Q1,Recharge & bill payments,8595256,3104251732
India,gujarat,2019,Q1,Merchant payments,2493340,1296376125
India,gujarat,2019,Q1,Financial Services,114539,19581520
India,gujarat,2019,Q1,Others,323272,204585378
India,gujarat,2019,Q2,Peer-to-peer payments,12547493,41853661230
India,gujarat,2019,Q2,Recharge & bill payments,10434449,4651874823
India,gujarat,2019,Q2,Merchant payments,5486791,2526448415
India,gujarat,2019,Q2,Financial Services,70502,17349813
India,gujarat,2019,Q2,Others,442607,271280936
India,gujarat,2019,Q3,Peer-to-peer payments,14529353,49206585462
India,gujarat,2019,Q3,Merchant payments,11788077,4211116461
India,gujarat,2019,Q3,Recharge & bill payments,11349625,5768100024
India,gujarat,2019,Q3,Financial Services,78609,20507001
India,gujarat,2019,Q3,Others,482985,256386015
India,gujarat,2019,Q4,Peer-to-peer payments,19107911,64477452638
India,gujarat,2019,Q4,Recharge & bill payments,12967713,6517891166
India,gujarat,2019,Q4,Merchant payments,9964076,5480269119
India,gujarat,2019,Q4,Financial Services,63498,20202767
India,gujarat,2019,Q4,Others,444434,194846362
India,gujarat,2020,Q1,Peer-to-peer payments,19068093,72393727235
India,gujarat,2020,Q1,Recharge & bill payments,15648472,7197595156
India,gujarat,2020,Q1,Merchant payments,12191478,7210758662
India,gujarat,2020,Q1,Financial Services,50753,27460255
India,gujarat,2020,Q1,Others,367621,165535312
India,gujarat,2020,Q2,Recharge & bill payments,19971660,8322688556
India,gujarat,2020,Q2,Peer-to-peer payments,17569398,64723140394
India,gujarat,2020,Q2,Merchant payments,9645967,7196610931
India,gujarat,2020,Q2,Financial Services,59617,53132341
India,gujarat,2020,Q2,Others,173543,92274135
India,gujarat,2020,Q3,Peer-to-peer payments,23130724,89142122337
India,gujarat,2020,Q3,Merchant payments,18338969,12749796641
India,gujarat,2020,Q3,Recharge & bill payments,17481357,9820654243
India,gujarat,2020,Q3,Financial Services,92278,84723188
India,gujarat,2020,Q3,Others,246851,124456073
India,gujarat,2020,Q4,Peer-to-peer payments,29967258,116743230330
India,gujarat,2020,Q4,Merchant payments,28430460,20844321156
India,gujarat,2020,Q4,Recharge & bill payments,18943669,10441981826
India,gujarat,2020,Q4,Financial Services,113371,120056733
India,gujarat,2020,Q4,Others,373789,243470065
India,gujarat,2021,Q1,Peer-to-peer payments,36427493,144818968373
India,gujarat,2021,Q1,Merchant payments,35815382,26512643894
India,gujarat,2021,Q1,Recharge & bill payments,22088838,11996115292
India,gujarat,2021,Q1,Financial Services,126380,137612317
India,gujarat,2021,Q1,Others,316472,235440836
India,gujarat,2021,Q2,Merchant payments,42593432,33542305033
India,gujarat,2021,Q2,Peer-to-peer payments,41642387,162483567902
India,gujarat,2021,Q2,Recharge & bill payments,27127405,13750783181
India,gujarat,2021,Q2,Financial Services,128647,136119996
India,gujarat,2021,Q2,Others,349525,249278437
India,gujarat,2021,Q3,Merchant payments,62934471,48197579736
India,gujarat,2021,Q3,Peer-to-peer payments,56134212,208013326600
India,gujarat,2021,Q3,Recharge & bill payments,29580901,15945997372
India,gujarat,2021,Q3,Financial Services,125167,163304131
India,gujarat,2021,Q3,Others,473656,304418273
India,gujarat,2021,Q4,Merchant payments,84846502,68717933161
India,gujarat,2021,Q4,Peer-to-peer payments,67301686,254338740726
India,gujarat,2021,Q4,Recharge & bill payments,30072479,18739034341
India,gujarat,2021,Q4,Financial Services,175393,209214620
India,gujarat,2021,Q4,Others,591265,377657202
India,gujarat,2022,Q1,Merchant payments,101648378,79563412221
India,gujarat,2022,Q1,Peer-to-peer payments,77768758,292439274688
India,gujarat,2022,Q1,Recharge & bill payments,30473298,20042066374
India,gujarat,2022,Q1,Financial Services,160423,187077879
India,gujarat,2022,Q1,Others,496289,316261089
India,gujarat,2022,Q2,Merchant payments,131610193,95585623258
India,gujarat,2022,Q2,Peer-to-peer payments,86423696,326945780476
India,gujarat,2022,Q2,Recharge & bill payments,33424931,23844933238
India,gujarat,2022,Q2,Financial Services,125180,142685436
India,gujarat,2022,Q2,Others,468796,278978567
India,gujarat,2022,Q3,Merchant payments,161264265,109018764232
India,gujarat,2022,Q3,Peer-to-peer payments,103034790,359338045092
India,gujarat,2022,Q3,Recharge & bill payments,38383683,28649040040
India,gujarat,2022,Q3,Financial Services,152053,162173602
India,gujarat,2022,Q3,Others,404941,269479241
India,gujarat,2022,Q4,Merchant payments,186533503,125585214989
India,gujarat,2022,Q4,Peer-to-peer payments,114868478,411053364214
India,gujarat,2022,Q4,Recharge & bill payments,39167297,30789927498
India,gujarat,2022,Q4,Financial Services,179101,194314203
India,gujarat,2022,Q4,Others,407639,295484431
India,haryana,2018,Q1,Recharge & bill payments,2368002,535578755
India,haryana,2018,Q1,Peer-to-peer payments,1607193,5814807510
India,haryana,2018,Q1,Merchant payments,167816,173513595
India,haryana,2018,Q1,Financial Services,128636,27501068
India,haryana,2018,Q1,Others,209123,242110585
India,haryana,2018,Q2,Recharge & bill payments,3054284,984897276
India,haryana,2018,Q2,Peer-to-peer payments,2388953,9745924809
India,haryana,2018,Q2,Merchant payments,369916,334118261
India,haryana,2018,Q2,Financial Services,167570,38145882
India,haryana,2018,Q2,Others,170208,217328211
India,haryana,2018,Q3,Peer-to-peer payments,3753981,14429454356
India,haryana,2018,Q3,Recharge & bill payments,3203386,1310467515
India,haryana,2018,Q3,Merchant payments,1003057,427387637
India,haryana,2018,Q3,Financial Services,100452,17323790
India,haryana,2018,Q3,Others,201148,190505707
India,haryana,2018,Q4,Peer-to-peer payments,5905032,22416919746
India,haryana,2018,Q4,Recharge & bill payments,4116262,1671040703
India,haryana,2018,Q4,Merchant payments,2413446,1013407379
India,haryana,2018,Q4,Financial Services,120711,22252543
India,haryana,2018,Q4,Others,394732,267255642
India,haryana,2019,Q1,Peer-to-peer payments,12622225,30283578836
India,haryana,2019,Q1,Recharge & bill payments,5576577,2202061874
India,haryana,2019,Q1,Merchant payments,3361995,1292375556
India,haryana,2019,Q1,Financial Services,101786,15201736
India,haryana,2019,Q1,Others,473192,258437718
India,haryana,2019,Q2,Peer-to-peer payments,10387562,37056084813
India,haryana,2019,Q2,Recharge & bill payments,5902923,2838724048
India,haryana,2019,Q2,Merchant payments,5738283,2292901816
India,haryana,2019,Q2,Financial Services,57488,12080285
India,haryana,2019,Q2,Others,655560,301748850
India,haryana,2019,Q3,Peer-to-peer payments,11775288,43738290119
India,haryana,2019,Q3,Merchant payments,9386779,3615636827
India,haryana,2019,Q3,Recharge & bill payments,8289987,4817098564
India,haryana,2019,Q3,Financial Services,61503,16715100
India,haryana,2019,Q3,Others,829974,301378585
India,haryana,2019,Q4,Peer-to-peer payments,15729819,58242027266
India,haryana,2019,Q4,Merchant payments,11615667,5253780278
India,haryana,2019,Q4,Recharge & bill payments,9648003,5637358525
India,haryana,2019,Q4,Financial Services,41688,13756049
India,haryana,2019,Q4,Others,790808,212797749
India,haryana,2020,Q1,Peer-to-peer payments,17728235,68367245528
India,haryana,2020,Q1,Merchant payments,14327020,7075196609
India,haryana,2020,Q1,Recharge & bill payments,11346112,6331682016
India,haryana,2020,Q1,Financial Services,34488,25266730
India,haryana,2020,Q1,Others,600232,176823674
India,haryana,2020,Q2,Peer-to-peer payments,17334369,66645492690
India,haryana,2020,Q2,Recharge & bill payments,12740328,6547618491
India,haryana,2020,Q2,Merchant payments,11527654,7393393677
India,haryana,2020,Q2,Financial Services,48759,49209527
India,haryana,2020,Q2,Others,129940,75550536
India,haryana,2020,Q3,Peer-to-peer payments,24123449,88796356487
India,haryana,2020,Q3,Merchant payments,20845136,12141560866
India,haryana,2020,Q3,Recharge & bill payments,12716319,8452802892
India,haryana,2020,Q3,Financial Services,66457,80854296
India,haryana,2020,Q3,Others,186818,96375902
India,haryana,2020,Q4,Merchant payments,34063692,21382305452
India,haryana,2020,Q4,Peer-to-peer payments,33920789,128613933346
India,haryana,2020,Q4,Recharge & bill payments,14682896,9675471300
India,haryana,2020,Q4,Financial Services,84881,103265693
India,haryana,2020,Q4,Others,419181,223528573
India,haryana,2021,Q1,Merchant payments,39363588,23389100227
India,haryana,2021,Q1,Peer-to-peer payments,36764622,135970636784
India,haryana,2021,Q1,Recharge & bill payments,13680353,9260346909
India,haryana,2021,Q1,Financial Services,79784,99672809
India,haryana,2021,Q1,Others,364437,218544351
India,haryana,2021,Q2,Merchant payments,45335533,29119078263
India,haryana,2021,Q2,Peer-to-peer payments,44086559,161073685336
India,haryana,2021,Q2,Recharge & bill payments,15861047,9839496894
India,haryana,2021,Q2,Financial Services,85821,97238136
India,haryana,2021,Q2,Others,311896,227855606
India,haryana,2021,Q3,Merchant payments,66885213,40190922826
India,haryana,2021,Q3,Peer-to-peer payments,55929958,188548678300
India,haryana,2021,Q3,Recharge & bill payments,17087955,11681457468
India,haryana,2021,Q3,Financial Services,77496,116592181
India,haryana,2021,Q3,Others,479071,289441481
India,haryana,2021,Q4,Merchant payments,84993587,56325102920
India,haryana,2021,Q4,Peer-to-peer payments,66548306,238638993818
India,haryana,2021,Q4,Recharge & bill payments,17632752,13817258646
India,haryana,2021,Q4,Financial Services,105050,151421306
India,haryana,2021,Q4,Others,407280,307822609
India,haryana,2022,Q1,Merchant payments,98346418,62565728158
India,haryana,2022,Q1,Peer-to-peer payments,74499889,263547240999
India,haryana,2022,Q1,Recharge & bill payments,18494827,14765350795
India,haryana,2022,Q1,Financial Services,107240,146586164
India,haryana,2022,Q1,Others,540235,279136534
India,haryana,2022,Q2,Merchant payments,130033573,76926347115
India,haryana,2022,Q2,Peer-to-peer payments,84219451,300504797205
India,haryana,2022,Q2,Recharge & bill payments,20011709,17457331653
India,haryana,2022,Q2,Financial Services,89805,120610061
India,haryana,2022,Q2,Others,345424,224949213
India,haryana,2022,Q3,Merchant payments,151278013,87063736519
India,haryana,2022,Q3,Peer-to-peer payments,95071203,319374569105
India,haryana,2022,Q3,Recharge & bill payments,22592966,21247984018
India,haryana,2022,Q3,Financial Services,111032,144937203
India,haryana,2022,Q3,Others,308596,223267730
India,haryana,2022,Q4,Merchant payments,169685872,102918159834
India,haryana,2022,Q4,Peer-to-peer payments,102993798,364514204185
India,haryana,2022,Q4,Recharge & bill payments,23545059,22666085169
India,haryana,2022,Q4,Financial Services,118488,152488074
India,haryana,2022,Q4,Others,305148,239722615
India,himachal-pradesh,2018,Q1,Recharge & bill payments,284371,49871175
India,himachal-pradesh,2018,Q1,Peer-to-peer payments,154572,546222027
India,himachal-pradesh,2018,Q1,Merchant payments,13241,13851230
India,himachal-pradesh,2018,Q1,Financial Services,8955,2040522
India,himachal-pradesh,2018,Q1,Others,20779,16752849
India,himachal-pradesh,2018,Q2,Recharge & bill payments,385642,83714322
India,himachal-pradesh,2018,Q2,Peer-to-peer payments,243436,1043702964
India,himachal-pradesh,2018,Q2,Merchant payments,27851,31961300
India,himachal-pradesh,2018,Q2,Financial Services,11330,4108919
India,himachal-pradesh,2018,Q2,Others,19436,19681794
India,himachal-pradesh,2018,Q3,Recharge & bill payments,457449,108456077
India,himachal-pradesh,2018,Q3,Peer-to-peer payments,362755,1596570994
India,himachal-pradesh,2018,Q3,Merchant payments,40675,31168155
India,himachal-pradesh,2018,Q3,Financial Services,8182,1552275
India,himachal-pradesh,2018,Q3,Others,17693,16293930
India,himachal-pradesh,2018,Q4,Recharge & bill payments,598325,143031082
India,himachal-pradesh,2018,Q4,Peer-to-peer payments,590518,2367228879
India,himachal-pradesh,2018,Q4,Merchant payments,86963,87575811
India,himachal-pradesh,2018,Q4,Financial Services,11834,2283052
India,himachal-pradesh,2018,Q4,Others,20243,21180141
India,himachal-pradesh,2019,Q1,Peer-to-peer payments,1178280,3066233587
India,himachal-pradesh,2019,Q1,Recharge & bill payments,844570,209521987
India,himachal-pradesh,2019,Q1,Merchant payments,115553,86624660
India,himachal-pradesh,2019,Q1,Financial Services,9585,1424229
India,himachal-pradesh,2019,Q1,Others,20730,17676977
India,himachal-pradesh,2019,Q2,Peer-to-peer payments,1141873,4428007670
India,himachal-pradesh,2019,Q2,Recharge & bill payments,1076793,279864579
India,himachal-pradesh,2019,Q2,Merchant payments,248517,141088575
India,himachal-pradesh,2019,Q2,Financial Services,5013,1453651
India,himachal-pradesh,2019,Q2,Others,30110,25469495
India,himachal-pradesh,2019,Q3,Recharge & bill payments,1212659,327570066
India,himachal-pradesh,2019,Q3,Peer-to-peer payments,1181680,5039276845
